1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
202968_s_at,14,7,11,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
202969_at,10,12,15,4,7,11,5,4,11,6,5,2,2,9,3,5,14,5,3,11
202970_at,10,5,4,1,6,9,7,9,9,1,14,10,3,9,3,15,5,5,1,11
202971_s_at,8,6,3,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
202972_s_at,7,15,2,3,5,1,3,5,12,13,13,9,1,12,6,4,10,9,10,7
202973_x_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
202974_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
202975_s_at,10,12,6,2,6,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
202976_s_at,2,9,2,5,11,14,4,5,15,11,13,8,9,8,10,7,11,6,8,3
202977_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
202978_s_at,10,12,6,6,7,11,7,12,11,1,5,10,3,9,3,5,14,5,1,11
202979_s_at,4,12,6,6,1,11,10,12,5,2,5,2,6,5,14,5,3,15,12,12
202980_s_at,8,13,9,3,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
202981_x_at,1,2,3,4,7,11,5,14,6,6,5,2,2,11,8,6,9,11,13,1
202982_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
202983_at,10,12,4,2,6,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
202984_s_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
202985_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
202986_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
202987_at,8,13,9,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
202988_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
202989_at,1,7,11,12,1,11,5,12,1,2,5,2,6,11,8,5,3,11,12,12
202990_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
202991_at,1,7,11,12,3,10,5,14,1,3,4,4,8,11,8,11,2,11,13,8
202992_at,1,2,3,4,7,11,5,14,6,6,5,2,2,11,8,6,9,11,13,1
202993_at,1,12,15,4,7,11,5,4,1,6,5,2,2,11,8,5,9,11,3,1
202994_s_at,5,15,2,3,4,4,3,5,12,13,13,1,1,14,15,14,10,9,10,7
202995_s_at,1,2,3,4,13,6,5,14,6,9,4,14,10,11,8,6,9,11,14,1
202996_at,5,13,9,3,4,4,3,5,12,13,15,1,1,14,15,14,10,9,10,7
202997_s_at,7,13,9,3,4,4,3,8,12,13,15,1,1,12,6,14,10,9,10,14
202998_s_at,10,5,4,1,6,9,7,9,9,1,14,10,3,9,3,15,5,5,1,11
202999_s_at,1,12,15,4,7,11,5,4,11,6,5,2,2,11,8,5,9,11,3,1
203000_at,7,15,9,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203001_s_at,2,9,4,1,6,9,15,9,9,11,14,8,4,8,10,7,11,1,8,15
203002_at,14,7,3,4,3,6,6,14,14,3,4,4,8,4,13,6,2,7,13,8
203003_at,10,5,4,1,6,9,7,9,9,1,14,10,3,9,3,15,5,5,1,15
203004_s_at,5,13,9,3,4,4,2,8,4,13,15,1,1,14,15,14,10,3,10,14
203005_at,1,6,3,7,3,6,13,14,6,3,4,14,8,11,8,6,9,11,13,8
203006_at,4,7,11,12,3,10,5,12,1,2,5,4,6,5,14,5,2,15,12,12
203007_x_at,1,7,3,4,3,10,5,14,6,3,4,4,8,11,8,6,2,11,13,8
203008_x_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203009_at,5,15,2,5,4,14,4,5,15,13,13,1,9,14,15,14,10,6,10,7
203010_at,7,15,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,14
203011_at,1,2,15,4,7,11,5,4,6,6,7,2,2,11,8,6,9,11,3,1
203012_x_at,2,9,4,5,6,9,7,9,9,11,14,8,4,8,10,7,11,5,8,15
203013_at,8,6,3,7,13,6,13,8,14,9,15,14,10,10,5,1,7,4,14,14
203014_x_at,5,13,9,3,4,4,2,5,12,13,15,1,1,14,15,14,10,3,10,7
203015_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203016_s_at,1,12,11,4,7,11,5,12,1,6,5,2,2,11,8,5,9,11,12,1
203017_s_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203018_s_at,8,6,3,7,13,6,13,14,6,9,4,14,10,10,5,6,7,4,14,1
203019_x_at,4,3,11,12,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203020_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203021_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203022_at,7,2,9,3,13,6,3,8,12,9,15,14,1,12,6,1,10,9,14,14
203023_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
203024_s_at,7,2,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,14
203025_at,7,15,2,2,5,1,3,5,12,11,7,9,4,12,6,4,14,9,8,7
203026_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,6,2,7,13,8
203027_s_at,4,7,11,12,3,10,6,12,1,2,11,4,6,5,14,11,2,15,12,12
203028_s_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
203029_s_at,8,6,3,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203030_s_at,4,3,6,6,1,11,10,12,5,2,5,6,6,5,14,5,3,15,12,12
203031_s_at,1,12,11,4,7,11,5,12,1,2,5,2,6,11,8,5,3,11,12,12
203032_s_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,4,11,6,8,7
203033_x_at,5,13,2,3,4,4,2,5,12,13,13,1,1,14,15,14,10,3,10,7
203034_s_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
203035_s_at,7,13,9,3,13,4,3,8,4,13,15,1,1,12,6,1,10,9,10,14
203036_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203037_s_at,8,6,3,7,3,6,13,14,14,9,4,14,10,10,5,6,7,4,14,8
203038_at,10,9,4,2,6,9,7,9,11,11,14,10,4,9,3,15,14,5,8,11
203039_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,12
203040_s_at,1,2,15,4,13,6,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203041_s_at,10,12,15,2,7,1,7,4,11,6,7,9,2,9,3,4,14,5,3,11
203042_at,5,15,2,5,4,14,4,5,15,13,13,1,9,14,15,14,10,6,10,7
203043_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203044_at,1,7,11,4,3,11,5,14,6,3,5,2,8,11,8,6,9,11,13,1
203045_at,1,12,15,4,7,1,5,4,11,6,7,2,2,11,8,4,9,11,3,1
203046_s_at,8,2,9,3,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203047_at,7,15,15,3,5,1,3,4,12,13,7,9,1,12,6,4,10,9,3,7
203048_s_at,10,12,15,2,7,11,7,4,11,6,7,2,2,9,3,5,14,5,3,11
203049_s_at,10,5,4,2,6,9,7,9,9,1,14,10,3,9,3,15,14,5,1,11
203050_at,14,6,3,7,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203051_at,4,7,11,12,1,11,5,12,1,2,5,6,6,5,14,5,3,15,12,12
203052_at,8,6,3,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203053_at,10,5,4,2,6,9,7,9,9,1,14,10,3,9,3,15,14,5,1,11
203054_s_at,2,9,4,2,6,9,7,9,9,11,14,10,4,8,10,7,11,5,8,15
203055_s_at,1,2,3,4,3,6,5,14,6,3,4,4,8,11,8,6,9,11,13,1
203056_s_at,7,15,2,5,5,1,3,5,12,13,13,9,1,12,6,4,10,9,10,7
203057_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203058_s_at,10,12,15,2,7,1,7,4,11,6,7,9,2,9,3,4,14,5,3,11
203059_s_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203060_s_at,1,7,11,12,3,11,5,14,1,3,5,2,8,11,8,5,9,11,13,12
203061_s_at,2,15,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203062_s_at,2,9,4,5,6,9,4,9,9,11,14,8,4,8,10,7,11,6,8,15
203063_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203064_s_at,1,7,11,6,1,11,5,12,1,2,5,2,6,11,8,5,3,11,12,12
203065_s_at,1,2,3,4,3,11,5,14,6,3,4,4,8,11,8,6,9,11,13,1
203066_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
203067_at,10,12,6,6,7,11,7,12,11,2,5,2,2,9,3,5,3,5,12,11
203068_at,2,15,2,5,5,1,3,5,12,11,13,9,4,8,10,4,11,9,8,7
203069_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203070_at,7,2,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,3,14
203071_at,7,15,15,2,7,1,3,4,11,6,7,9,2,12,6,4,14,9,3,1
203072_at,10,12,6,6,6,9,7,9,5,1,14,10,3,9,3,15,14,5,1,11
203073_at,7,15,9,3,13,4,3,8,12,13,15,9,1,12,6,4,10,9,10,14
203074_at,8,6,9,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203075_at,10,12,4,2,6,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
203076_s_at,10,12,4,2,6,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
203077_s_at,7,15,9,3,13,1,3,4,12,13,7,9,1,12,6,4,10,9,3,1
203078_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203079_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203080_s_at,8,2,9,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203081_at,7,2,15,2,7,1,3,4,11,6,7,9,2,12,6,4,9,9,3,1
203082_at,1,2,15,4,7,1,5,4,6,6,7,2,2,11,8,4,9,11,3,1
203083_at,1,7,11,4,3,11,5,14,1,3,5,2,8,11,8,6,9,11,13,1
203084_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
203085_s_at,2,15,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203086_at,8,13,9,3,13,4,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203087_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203088_at,7,2,9,3,13,1,3,4,12,13,7,9,1,12,6,4,10,9,3,1
203089_s_at,10,9,4,2,5,1,7,5,11,11,7,9,4,9,3,4,14,5,8,11
203090_at,8,6,3,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203091_at,8,6,3,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203092_at,4,12,6,6,1,11,10,12,5,2,5,2,6,5,14,5,3,15,12,12
203093_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203094_at,10,12,15,2,5,1,7,4,11,6,7,9,2,9,3,4,14,5,3,11
203095_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,5,3,15,12,12
203096_s_at,5,13,9,3,4,4,2,8,12,13,15,1,1,14,15,14,10,3,10,14
203097_s_at,1,7,3,4,3,11,5,14,6,3,4,4,8,11,8,6,9,11,13,1
203098_at,4,3,6,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203099_s_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203100_s_at,7,15,15,2,5,1,3,4,12,6,7,9,2,12,6,4,14,9,3,7
203101_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203102_s_at,10,9,4,2,5,1,7,9,11,11,7,9,4,9,3,4,14,5,8,11
203103_s_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203104_at,7,15,2,2,5,1,3,5,12,13,7,9,1,12,6,4,14,9,10,7
203105_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203106_s_at,7,15,9,3,5,4,3,5,12,13,7,9,1,12,6,14,10,9,10,7
203107_x_at,4,3,11,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203108_at,7,15,2,5,5,1,3,5,12,11,13,9,4,12,6,4,11,9,8,7
203109_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,1,7,4,14,14
203110_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203111_s_at,1,12,15,4,7,11,5,4,1,6,5,2,2,11,8,5,9,11,3,1
203112_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203113_s_at,14,6,3,7,3,6,6,14,14,3,4,4,8,4,13,6,2,7,13,8
203114_at,10,12,6,2,6,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
203115_at,4,3,11,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203116_s_at,2,9,4,2,5,9,7,9,9,11,14,8,4,8,10,7,11,5,8,11
203117_s_at,10,12,15,6,7,11,5,12,11,6,5,2,2,9,3,5,3,11,12,11
203118_at,14,6,3,7,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203119_at,7,15,15,3,5,1,3,4,12,13,7,9,1,12,6,4,10,9,3,7
203120_at,10,9,4,2,6,9,7,9,9,11,14,10,4,9,3,15,14,5,8,15
203122_at,15,3,6,6,1,2,10,12,5,1,11,6,3,13,14,12,5,15,1,12
203123_s_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203124_s_at,8,6,3,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203125_x_at,7,2,15,4,13,1,5,4,6,6,7,9,2,12,6,6,9,11,3,1
203126_at,7,15,9,3,13,4,3,8,12,13,15,9,1,12,6,4,10,9,10,14
203127_s_at,10,12,15,2,7,9,7,9,11,1,14,10,2,9,3,15,14,5,1,11
203128_at,8,13,9,3,13,4,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203129_s_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203130_s_at,4,7,11,12,3,10,6,12,1,2,11,6,6,5,14,11,2,15,12,12
203131_at,1,2,3,7,3,6,5,14,6,3,4,4,8,11,8,6,9,11,13,8
203132_at,2,9,4,1,6,9,15,9,9,11,14,10,4,8,10,7,11,1,8,15
203133_at,7,15,15,3,5,1,3,4,12,13,7,9,1,12,6,4,10,9,3,1
203134_at,7,15,2,3,5,4,3,5,12,13,13,9,1,12,6,14,10,9,10,7
203135_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203136_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203137_at,7,15,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,7
203138_at,1,7,11,12,3,10,6,14,1,3,4,4,8,11,8,11,2,7,13,8
203139_at,1,7,11,12,3,11,5,14,1,3,5,2,8,11,8,5,2,11,13,1
203140_at,1,12,15,4,7,11,5,4,11,6,5,2,2,11,8,5,9,11,3,1
203141_s_at,10,12,15,4,7,11,5,4,11,6,5,2,2,9,3,5,14,11,3,11
203142_s_at,1,12,11,4,7,11,5,12,1,2,5,2,6,11,8,5,3,11,12,12
203143_s_at,15,5,6,1,6,9,15,9,5,1,14,10,3,13,11,15,5,1,1,11
203144_s_at,10,12,4,2,5,9,7,9,11,11,14,10,4,9,3,4,14,5,8,11
203145_at,4,12,6,6,1,2,10,12,5,2,5,6,6,5,14,5,3,15,12,12
203146_s_at,1,7,11,4,7,11,5,12,1,2,5,2,6,11,8,5,9,11,12,1
203147_s_at,5,13,9,3,4,4,3,8,12,13,15,1,1,12,15,14,10,9,10,14
203148_s_at,7,13,9,3,13,4,3,8,4,13,15,14,1,12,6,1,10,9,10,14
203149_at,7,15,2,3,5,1,3,5,12,13,13,9,1,12,6,4,10,9,10,7
203150_at,7,15,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,14
203151_at,2,9,2,5,11,14,4,5,15,11,13,8,9,8,10,7,11,6,8,3
203152_at,10,12,15,2,7,1,7,4,11,6,7,9,2,9,3,4,14,5,3,11
203153_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203154_s_at,1,2,3,4,3,6,5,14,6,3,4,4,8,11,8,6,9,11,13,1
203155_at,4,3,11,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203156_at,2,15,2,5,5,14,4,5,15,13,13,8,9,8,10,14,11,6,10,7
203157_s_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203158_s_at,10,5,4,2,6,9,7,9,9,1,14,10,3,9,3,15,14,5,1,11
203159_at,7,15,9,3,5,1,3,8,12,13,7,9,1,12,6,4,10,9,10,7
203160_s_at,4,7,11,12,3,10,6,12,1,2,11,6,6,5,14,11,2,15,12,12
203161_s_at,8,2,9,3,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203162_s_at,5,15,2,3,5,4,3,5,12,13,13,1,1,14,15,14,10,9,10,7
203163_at,10,12,15,2,7,1,7,4,11,6,7,2,2,9,3,4,14,5,3,11
203164_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203165_s_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
203166_at,7,15,9,3,13,1,3,4,12,13,7,9,1,12,6,4,10,9,3,1
203167_at,4,3,11,6,1,2,10,12,1,2,5,6,6,5,14,5,3,15,12,12
203168_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203169_at,7,15,9,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203170_at,1,12,11,4,7,11,5,12,1,2,5,2,2,11,8,5,9,11,12,12
203171_s_at,2,9,4,5,6,9,4,9,9,11,14,8,4,8,10,7,11,6,8,15
203172_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203173_s_at,10,12,6,2,7,9,7,9,11,1,14,10,3,9,3,15,14,5,1,11
203174_s_at,8,6,9,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203175_at,1,7,11,12,3,11,5,14,1,3,5,4,8,11,8,5,2,11,13,12
203176_s_at,2,15,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203177_x_at,7,15,15,2,5,1,3,4,12,6,7,9,1,12,6,4,14,9,3,7
203178_at,10,12,15,2,7,1,7,4,11,6,7,2,2,9,3,4,14,5,3,11
203179_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203180_at,7,15,2,3,5,1,3,5,12,13,13,9,1,12,6,4,10,9,10,7
203181_x_at,1,7,11,4,3,11,5,14,1,3,5,4,8,11,8,6,9,11,13,1
203182_s_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203183_s_at,2,9,4,2,5,14,7,5,11,11,14,8,4,8,3,7,14,5,8,11
203184_at,5,13,9,3,4,4,3,8,12,13,15,1,1,12,15,14,10,9,10,14
203185_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203186_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203187_at,1,2,15,4,7,1,5,4,6,6,7,2,2,11,8,6,9,11,3,1
203188_at,14,6,3,7,3,6,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203189_s_at,1,7,11,4,3,11,5,14,1,3,5,2,8,11,8,5,9,11,13,1
203190_at,4,3,11,6,1,11,10,12,1,2,5,6,6,5,14,5,3,15,12,12
203191_at,1,12,11,4,7,11,5,12,1,2,5,2,6,11,8,5,9,11,12,12
203192_at,1,7,11,4,7,11,5,4,1,6,5,2,2,11,8,5,9,11,3,1
203193_at,8,13,9,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203194_s_at,1,12,15,4,7,11,5,4,1,6,5,2,2,11,8,5,9,11,3,1
203195_s_at,7,15,9,3,5,1,3,8,12,13,7,9,1,12,6,4,10,9,10,7
203196_at,8,6,3,7,13,6,13,8,14,9,15,14,10,10,5,1,7,4,14,14
203197_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203198_at,10,9,4,2,6,9,7,9,9,11,14,10,4,9,3,15,14,5,8,11
203199_s_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203200_s_at,7,2,9,3,13,1,3,4,6,6,7,9,1,12,6,4,9,9,3,1
203201_at,4,12,11,6,1,11,10,12,1,2,5,2,6,5,14,5,3,15,12,12
203202_at,7,15,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,14
203203_s_at,5,15,2,3,4,4,3,5,12,13,13,1,1,14,15,14,10,9,10,7
203204_s_at,5,13,2,3,4,4,2,5,12,13,13,1,1,14,15,14,10,3,10,7
203205_at,10,12,6,6,7,11,10,12,11,2,5,2,6,9,3,5,3,15,12,12
203206_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203207_s_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203208_s_at,8,13,9,3,13,4,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203209_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
203210_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203211_s_at,10,12,15,2,7,1,7,4,11,6,7,2,2,9,3,4,14,5,3,11
203212_s_at,7,15,15,3,7,1,3,4,12,6,7,9,1,12,6,4,10,9,3,1
203213_at,8,13,9,3,13,4,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203214_x_at,4,3,11,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203215_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203216_s_at,7,2,9,3,13,6,3,8,12,9,15,14,1,12,6,1,10,9,14,14
203217_s_at,8,6,3,7,13,6,13,8,14,9,15,14,10,10,5,1,7,4,14,14
203218_at,2,15,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203219_s_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203220_s_at,1,7,11,4,3,11,5,14,1,3,5,2,8,11,8,5,9,11,13,1
203221_at,10,12,15,2,7,1,7,4,11,6,7,9,2,9,3,4,14,5,3,11
203222_s_at,15,5,4,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,15
203223_at,11,14,14,5,11,14,4,15,15,10,13,8,9,8,10,3,11,6,7,3
203224_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203225_s_at,1,7,11,12,3,10,5,14,1,3,5,4,8,11,8,5,2,11,13,8
203226_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203227_s_at,8,2,3,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,1
203228_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203229_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203230_at,10,12,15,2,7,11,7,4,11,6,5,2,2,9,3,5,14,5,3,11
203231_s_at,1,2,3,4,3,6,5,14,6,3,4,4,8,11,8,6,9,11,13,1
203232_s_at,10,12,4,2,6,9,7,9,11,11,14,10,4,9,3,15,14,5,8,11
203233_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203234_at,8,13,9,3,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203235_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203236_s_at,5,13,2,3,4,4,2,5,12,13,13,1,1,14,15,14,10,3,10,7
203237_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203238_s_at,8,6,3,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203239_s_at,15,5,6,1,6,9,15,9,9,1,14,10,3,13,11,15,5,1,1,11
203240_at,14,6,3,7,3,6,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203241_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
203242_s_at,4,3,11,6,1,2,10,12,1,2,11,6,6,5,14,12,3,15,12,12
203243_s_at,14,7,3,12,3,10,6,14,14,3,4,4,8,4,13,11,2,7,13,8
203244_at,15,5,6,1,6,9,15,9,5,1,14,10,3,13,11,15,5,1,1,15
203245_s_at,1,12,15,4,7,11,5,4,11,6,5,2,2,11,8,5,9,11,3,1
203246_s_at,8,6,9,7,13,6,13,8,4,9,15,14,10,10,5,1,7,4,14,14
203247_s_at,7,15,9,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203248_at,7,15,2,3,5,1,3,5,12,13,13,9,1,12,6,4,10,9,10,7
203249_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203250_at,4,7,11,6,1,11,10,12,1,2,5,6,6,5,14,5,3,15,12,12
203252_at,5,13,9,3,4,4,2,5,12,13,15,1,1,14,15,14,10,3,10,7
203253_s_at,15,9,4,1,6,9,15,9,9,11,14,10,4,13,11,15,5,1,8,15
203254_s_at,10,12,15,2,7,11,7,4,11,6,7,2,2,9,3,5,14,5,3,11
203255_at,5,13,9,3,4,4,3,8,4,13,15,1,1,14,15,14,10,9,10,14
203256_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203257_s_at,6,10,1,11,15,15,8,3,13,5,9,1,15,14,2,2,15,2,11,10
203258_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203259_s_at,7,15,9,3,13,1,3,8,12,13,7,9,1,12,6,4,10,9,10,14
203260_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203261_at,1,12,15,4,7,11,5,4,6,6,5,2,2,11,8,5,9,11,3,1
203262_s_at,1,7,11,12,1,11,5,12,1,2,5,2,6,11,8,5,3,11,12,12
203263_s_at,14,7,11,12,3,10,6,14,1,3,4,4,8,4,13,11,2,7,13,8
203264_s_at,1,2,15,4,7,11,5,4,6,6,5,2,2,11,8,6,9,11,3,1
203265_s_at,8,2,9,7,13,6,13,8,6,9,15,14,10,10,5,6,7,4,14,14
203266_s_at,1,2,3,4,13,6,13,8,6,9,15,14,10,11,8,6,9,11,14,1
203267_s_at,15,5,6,1,6,9,15,9,5,1,14,10,3,13,11,15,5,1,1,15
203268_s_at,4,3,6,6,1,2,10,12,5,2,11,6,6,5,14,12,3,15,12,12
203269_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
203270_at,1,2,3,7,13,6,13,14,6,9,4,14,10,11,8,6,9,11,14,1
203271_s_at,7,15,2,3,5,1,3,5,12,13,7,9,1,12,6,4,10,9,10,7
203272_s_at,2,9,2,5,5,14,4,5,15,11,13,8,4,8,10,7,11,6,8,7
