1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
201253_s_at,2,2,4,1,2,8,2,4,7,1,2,7,4,1,8
201254_x_at,5,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201255_x_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201256_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201257_x_at,5,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201258_at,2,2,3,1,2,8,6,4,7,1,2,7,4,6,7
201259_s_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201260_s_at,1,1,2,8,6,3,1,5,8,7,4,1,5,5,5
201261_x_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201262_s_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201263_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201264_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201265_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201266_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201267_s_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201268_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201269_s_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201270_x_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201271_s_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201272_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201273_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201274_at,2,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201275_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201276_at,5,4,4,2,3,1,7,1,3,3,2,7,1,1,7
201277_s_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201278_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201279_s_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201280_s_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201281_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201282_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201283_s_at,2,2,3,1,2,8,2,4,7,1,2,7,4,6,8
201284_s_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201285_at,8,6,2,7,6,3,5,1,8,8,1,3,1,5,5
201286_at,2,1,3,1,5,7,2,4,7,7,2,1,4,6,8
201287_s_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201288_at,5,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201289_at,5,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201290_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201291_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201292_at,8,6,8,7,6,3,5,1,3,8,1,3,1,8,5
201293_x_at,5,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201294_s_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201295_s_at,5,4,4,2,3,1,7,4,3,3,2,7,4,1,7
201296_s_at,5,3,5,2,4,2,4,3,4,3,8,5,3,3,7
201297_s_at,2,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201298_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201299_s_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201300_s_at,5,4,8,2,3,1,7,3,4,3,6,2,3,8,1
201301_s_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201302_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201303_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201304_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201305_x_at,8,6,8,7,6,3,5,1,3,8,1,3,1,8,5
201306_s_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201307_at,7,4,5,4,4,2,4,3,4,2,6,2,3,3,6
201308_s_at,8,6,8,7,6,3,5,1,3,8,1,3,1,8,1
201309_x_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201310_s_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201311_s_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201312_s_at,1,1,2,8,6,3,1,5,8,7,4,1,5,5,5
201313_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201314_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201315_x_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201316_at,5,4,4,2,3,1,7,1,3,3,1,3,1,8,7
201317_s_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201318_s_at,2,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201319_at,8,6,4,1,2,8,6,1,3,8,1,3,1,1,7
201320_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201321_s_at,5,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201322_at,8,6,2,7,6,3,5,1,8,8,1,3,1,5,5
201323_at,8,4,4,2,2,1,6,1,3,3,1,3,1,8,7
201324_at,8,6,4,7,2,3,6,1,3,8,1,3,1,1,7
201325_s_at,1,1,2,8,6,3,1,5,8,7,4,1,5,5,5
201326_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201327_s_at,1,6,2,7,6,3,1,5,8,8,4,1,5,5,5
201328_at,8,6,8,7,3,1,5,1,3,8,1,3,1,8,1
201329_s_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201330_at,1,1,2,8,6,3,1,5,8,7,4,1,5,5,5
201331_s_at,8,4,4,2,3,1,6,1,3,3,1,3,1,8,7
201332_s_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201333_s_at,1,1,2,8,6,3,1,5,8,7,4,1,5,5,5
201334_s_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201335_s_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201336_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201337_s_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201338_x_at,5,4,4,2,3,1,7,1,3,3,1,3,1,8,7
201339_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201340_s_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201341_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201342_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201343_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201344_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201345_s_at,2,2,4,1,2,8,6,4,7,1,2,7,4,1,7
201346_at,8,6,8,7,6,3,5,1,3,8,1,3,1,8,1
201347_x_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201348_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201349_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201350_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201351_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201352_at,2,2,3,1,2,8,2,4,7,1,2,7,4,6,8
201353_s_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201354_s_at,1,6,2,7,6,3,5,5,8,8,4,1,5,5,5
201355_s_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201356_at,8,6,4,7,2,3,5,1,3,8,1,3,1,8,7
201357_s_at,2,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201358_s_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201359_at,8,4,8,2,3,1,7,1,3,3,1,3,1,8,1
201360_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201361_at,1,1,2,8,5,7,1,5,8,7,4,1,5,5,4
201362_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201363_s_at,5,2,6,1,8,8,6,4,7,1,2,7,4,1,7
201364_s_at,1,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201365_at,2,6,4,7,2,3,6,1,8,8,2,1,1,5,7
201366_at,8,6,4,7,2,3,5,5,8,8,4,1,5,5,5
201367_s_at,2,2,6,1,8,8,2,4,7,1,2,7,4,1,8
201368_at,2,1,3,8,5,7,1,5,8,7,4,1,5,6,4
201369_s_at,2,1,3,8,5,7,2,4,7,7,2,1,4,6,8
201370_s_at,8,6,8,7,3,1,5,1,3,8,1,3,1,8,1
201371_s_at,8,6,2,7,6,3,5,1,3,8,1,3,1,5,5
201372_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201373_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201374_x_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201375_s_at,4,5,7,6,1,4,8,2,1,5,7,5,7,7,3
201376_s_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201377_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201378_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201379_s_at,7,3,5,4,4,2,4,3,4,2,6,2,3,3,6
201380_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201381_x_at,7,7,5,4,4,2,3,7,4,2,7,2,3,3,6
201382_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201383_s_at,6,7,1,5,7,5,3,7,6,4,6,2,6,2,6
201384_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201385_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201386_s_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201387_s_at,4,8,7,6,1,4,8,6,1,5,5,8,7,7,3
201388_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201389_at,5,3,6,3,8,8,4,8,2,6,8,7,8,1,2
201390_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201391_at,6,5,1,5,7,5,3,2,1,4,3,4,7,2,3
201392_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201393_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201394_s_at,3,3,7,3,4,6,4,8,2,6,8,6,8,4,2
201395_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201396_s_at,3,8,7,6,1,6,8,8,2,5,7,5,7,4,2
201397_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201398_s_at,7,3,5,3,4,2,4,8,4,6,7,5,3,3,2
201399_s_at,7,3,5,4,4,2,4,8,2,6,7,5,7,3,2
201400_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201401_s_at,3,8,7,3,1,6,8,8,2,6,5,6,8,4,2
201402_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201403_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201404_x_at,4,5,1,6,7,4,8,2,1,5,3,8,7,7,3
201405_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201406_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201407_s_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201408_at,7,7,5,4,4,2,4,3,4,2,6,5,3,3,6
201409_s_at,6,7,1,5,7,5,3,7,6,4,7,4,6,2,6
201410_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201411_s_at,4,8,7,6,1,4,8,2,1,5,5,8,7,7,3
201412_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201413_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201414_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201415_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201416_at,4,5,1,6,1,4,8,2,1,5,3,8,2,7,3
201417_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201418_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201419_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201420_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201421_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201422_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201423_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201424_s_at,7,4,5,2,4,2,7,3,4,3,6,2,3,3,6
201425_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201426_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201427_s_at,6,7,1,5,7,5,3,7,6,4,6,2,6,2,6
201428_at,6,7,1,4,7,5,3,7,1,2,7,4,7,2,6
201429_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201430_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201431_s_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201432_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201433_s_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201434_at,7,3,5,3,4,2,4,3,4,2,8,5,3,3,6
201435_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201436_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201437_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201438_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201439_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201440_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201441_at,3,3,5,3,4,6,4,8,2,6,8,5,8,4,2
201442_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201443_s_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201444_s_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201445_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201446_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201447_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,2
201448_at,4,5,7,6,1,4,8,2,1,5,7,8,7,7,3
201449_at,3,3,7,3,1,6,4,8,2,6,7,5,8,4,2
201450_s_at,6,7,1,4,7,5,3,7,1,2,7,4,7,2,6
201451_x_at,3,3,7,3,1,6,8,8,2,6,5,6,8,4,2
201452_at,3,8,7,6,1,6,8,6,2,5,7,8,7,4,2
201453_x_at,4,5,1,5,7,4,8,2,5,4,3,8,2,7,3
201454_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201455_s_at,4,8,7,6,1,4,8,2,1,5,7,5,7,7,3
201456_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201457_x_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201458_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201459_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201460_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201461_s_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201462_at,7,3,5,4,4,2,4,8,4,6,7,5,7,3,2
201463_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,2
201464_x_at,3,3,7,3,1,6,4,8,2,6,7,6,8,4,2
201465_s_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201466_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201467_s_at,6,7,5,4,7,5,3,7,6,2,7,2,6,2,6
201468_s_at,4,5,1,6,1,4,8,2,1,5,3,8,7,7,3
201469_s_at,4,5,1,6,7,4,8,2,1,5,7,8,7,7,3
201470_at,4,5,1,6,1,4,8,2,5,5,5,8,2,7,3
201471_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201472_at,7,7,5,4,7,5,3,7,4,2,7,2,3,2,6
201473_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201474_s_at,6,7,5,4,7,5,3,7,4,2,6,2,3,2,6
201475_x_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201476_s_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201477_s_at,7,5,5,4,4,2,3,2,1,2,7,5,7,3,6
201478_s_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201479_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201480_s_at,3,8,7,6,1,6,8,8,2,5,5,6,8,4,2
201481_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,2
201482_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201483_s_at,4,8,7,6,1,4,8,2,1,5,5,8,7,7,3
201484_at,6,7,5,4,7,5,3,7,4,2,7,2,3,2,6
201485_s_at,6,5,1,4,7,5,3,2,1,2,7,4,7,2,6
201486_at,4,5,1,5,7,4,3,2,1,4,7,4,7,7,3
201487_at,7,5,5,4,4,2,4,2,1,2,7,5,7,3,3
201488_x_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201489_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201490_s_at,6,7,1,5,7,5,3,7,1,4,7,4,6,2,6
201491_at,4,5,1,6,1,4,8,2,1,5,5,8,7,7,3
201492_s_at,3,3,6,3,8,6,4,8,2,6,8,5,8,4,2
201493_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201494_at,5,3,5,3,4,2,4,3,4,6,8,5,3,3,7
201495_x_at,3,8,7,6,1,6,8,6,2,5,7,8,7,4,2
201496_x_at,7,7,5,4,4,2,4,3,4,2,7,2,3,3,6
201497_x_at,4,8,7,6,1,4,8,2,1,5,7,5,7,7,2
201498_at,4,8,7,6,1,4,8,6,1,5,5,8,7,7,3
201499_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201500_s_at,7,3,5,4,4,2,4,3,4,2,8,5,3,3,6
201501_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201502_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,2
201503_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201504_s_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201505_at,7,3,5,3,4,2,4,3,4,6,8,5,3,3,2
201506_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201507_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201508_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201509_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201510_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201511_at,4,5,1,6,1,4,8,2,1,5,3,8,7,7,3
201512_s_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201513_at,4,5,1,6,1,4,8,6,5,5,5,8,2,7,3
201514_s_at,4,5,1,6,1,4,8,2,1,5,5,8,7,7,3
201515_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201516_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201517_at,7,3,5,3,4,2,4,8,2,6,8,5,8,3,2
201518_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201519_at,7,7,5,4,4,2,3,2,1,2,7,5,7,3,6
201520_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201521_s_at,7,3,5,4,4,2,4,3,4,2,8,5,3,3,6
201522_x_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201523_x_at,4,5,1,5,7,4,8,2,1,4,7,8,7,7,3
201524_x_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201525_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201526_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201527_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201528_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201529_s_at,7,3,5,4,4,2,4,8,4,2,7,5,3,3,6
201530_x_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201531_at,7,3,5,4,4,2,4,8,4,2,7,5,3,3,6
201532_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201533_at,4,5,1,6,1,4,8,2,5,5,3,8,2,7,3
201534_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,2
201535_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201536_at,6,7,1,5,7,5,3,7,1,4,7,4,6,2,6
201537_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201538_s_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201539_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201540_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201541_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201542_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201543_s_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201544_x_at,4,5,7,6,1,4,8,2,1,5,7,8,7,7,3
201545_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201546_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201547_at,3,8,7,6,1,6,8,6,2,6,5,6,8,4,2
201548_s_at,7,7,5,4,4,2,3,3,4,2,6,2,3,3,6
201549_x_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201550_x_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201551_s_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201552_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201553_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201554_x_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201555_at,3,3,5,3,4,6,4,8,2,6,7,5,8,4,2
201556_s_at,6,7,5,4,7,5,3,7,6,2,6,2,6,2,6
201557_at,6,7,1,5,7,5,3,7,6,4,7,4,6,2,6
201558_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201559_s_at,3,3,7,6,1,6,8,8,2,5,7,5,7,4,2
201560_at,3,8,7,6,1,6,8,6,5,5,5,6,2,4,2
201561_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201562_s_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201563_at,7,3,5,4,4,2,4,8,4,2,7,5,3,3,2
201564_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201565_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201566_x_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201567_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201568_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201569_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201570_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201571_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201572_x_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201573_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201574_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201575_at,4,8,1,6,1,4,8,6,5,5,5,8,2,7,3
201576_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201577_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201578_at,7,3,5,4,4,2,4,8,4,2,7,5,3,3,2
201579_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201580_s_at,3,3,7,3,8,6,4,8,2,6,8,6,8,4,2
201581_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201582_at,6,5,1,5,7,5,3,2,1,4,3,4,7,2,3
201583_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201584_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201585_s_at,3,8,7,3,1,6,8,8,2,6,5,6,8,4,2
201586_s_at,3,8,7,3,1,6,8,8,2,6,5,6,8,4,2
201587_s_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201588_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201589_at,4,5,1,5,7,4,8,2,1,4,3,8,7,7,3
201590_x_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201591_s_at,7,3,5,4,4,2,4,3,4,2,8,5,3,3,6
201592_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201593_s_at,4,5,1,6,1,4,8,2,5,5,3,8,2,7,3
201594_s_at,6,7,5,4,7,5,3,7,6,2,6,2,6,2,6
201595_s_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201596_x_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201597_at,3,8,7,6,1,6,8,6,5,5,5,6,2,4,2
201598_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,6
201599_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201600_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201601_x_at,4,5,1,6,1,4,8,2,5,5,3,8,2,7,3
201602_s_at,6,7,5,4,7,5,3,7,6,2,6,2,6,2,6
201603_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201604_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201605_x_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201606_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201607_at,3,3,7,3,1,6,4,8,2,6,5,6,8,4,2
201608_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201609_x_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201610_at,3,3,7,3,4,6,4,8,2,6,7,5,8,4,2
201611_s_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201612_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201613_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201614_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201615_x_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201616_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201617_x_at,3,3,7,6,4,6,4,8,2,6,7,5,7,4,2
201618_x_at,3,3,7,3,4,6,4,8,2,6,7,5,7,4,2
201619_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201620_at,7,3,5,3,4,2,4,3,4,2,8,5,3,3,6
201621_at,7,3,5,3,4,2,4,8,2,6,8,5,8,3,2
201622_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201623_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201624_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201625_s_at,3,8,7,6,1,6,8,8,2,5,7,5,7,4,2
201626_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201627_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201628_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,2
201629_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201630_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201631_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,2
201632_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201633_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201634_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201635_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201636_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201637_s_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201638_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
