1,2,3,4,5,6,7,8,9,10
200995_at,6,8,10,6,10,4,6,10,6,4
200996_at,6,4,10,9,3,4,3,7,9,8
200997_at,6,8,7,6,10,4,6,10,6,4
200998_s_at,3,7,1,2,7,10,8,2,1,5
200999_s_at,6,4,10,9,3,4,3,7,9,8
201000_at,7,6,2,7,7,1,10,2,7,5
201001_s_at,3,7,1,2,7,10,8,2,1,5
201002_s_at,3,7,1,2,7,10,8,2,1,5
201003_x_at,3,7,1,2,10,10,8,10,1,4
201004_at,7,6,2,7,7,1,10,2,7,5
201005_at,5,1,4,8,3,8,1,7,8,8
201006_at,3,8,7,6,10,10,6,10,6,4
201007_at,3,7,1,2,7,10,8,2,1,5
201008_s_at,3,7,1,2,7,10,8,2,1,5
201009_s_at,6,8,7,6,10,4,6,10,6,4
201010_s_at,3,7,1,2,7,10,8,2,1,5
201011_at,7,6,2,7,7,1,10,2,7,5
201012_at,3,7,1,2,7,10,8,2,1,5
201013_s_at,7,1,4,8,5,1,1,8,8,6
201014_s_at,3,7,1,2,7,10,8,2,1,5
201015_s_at,6,8,7,6,10,4,6,10,6,4
201016_at,6,8,7,6,10,4,6,10,6,4
201017_at,6,8,7,6,10,4,6,10,6,4
201018_at,6,4,10,9,3,4,3,7,9,8
201019_s_at,3,7,1,2,10,10,8,10,1,4
201020_at,3,7,1,2,7,10,8,2,1,5
201021_s_at,3,7,1,2,7,10,8,2,1,4
201022_s_at,5,4,10,9,3,8,3,7,9,8
201023_at,6,4,10,9,3,4,3,7,9,8
201024_x_at,7,6,2,7,5,1,10,8,7,6
201025_at,7,6,2,7,7,1,10,2,7,5
201026_at,6,8,7,6,10,4,6,10,6,4
201027_s_at,6,8,7,6,3,4,6,7,6,8
201028_s_at,4,5,5,10,10,9,2,3,3,7
201029_s_at,6,8,7,6,10,4,6,10,6,4
201030_x_at,6,5,10,10,10,4,2,10,3,7
201031_s_at,3,6,1,7,7,10,10,2,7,5
201032_at,6,4,10,9,3,4,3,7,9,8
201033_x_at,5,4,4,9,3,8,3,7,9,8
201034_at,5,4,10,9,3,8,3,7,9,8
201035_s_at,7,6,2,7,7,1,10,2,7,5
201036_s_at,4,5,5,10,2,9,2,3,3,7
201037_at,3,7,1,2,7,10,8,2,1,5
201038_s_at,7,1,2,6,5,1,1,8,6,6
201039_s_at,4,5,5,10,2,9,2,3,3,7
201040_at,3,7,1,2,7,10,8,2,1,5
201041_s_at,3,7,1,2,7,10,8,2,1,5
201042_at,7,6,2,7,7,1,10,2,7,5
201043_s_at,5,4,4,9,3,8,3,7,8,8
201044_x_at,6,8,7,6,10,4,6,10,6,4
201045_s_at,5,1,4,8,5,8,1,8,8,6
201046_s_at,7,6,2,7,5,1,10,8,7,6
201047_x_at,6,4,10,9,3,4,3,7,9,8
201048_x_at,3,8,7,6,7,10,6,2,6,4
201049_s_at,6,5,10,10,10,4,2,10,3,7
201050_at,6,8,7,6,10,4,6,10,6,4
201051_at,6,8,7,6,10,4,6,10,6,4
201052_s_at,6,8,7,6,10,4,6,10,6,4
201053_s_at,5,1,4,8,5,8,1,8,8,6
201054_at,5,4,4,9,3,8,3,7,9,8
201055_s_at,6,8,7,6,10,4,6,10,6,4
201056_at,3,7,1,2,7,10,8,2,1,5
201057_s_at,5,1,7,6,5,8,1,8,6,6
201058_s_at,6,8,7,6,10,4,6,10,6,4
201059_at,7,1,4,8,5,1,1,8,8,6
201060_x_at,6,5,10,10,10,4,2,10,3,7
201061_s_at,3,7,1,2,7,10,8,2,1,5
201062_at,3,7,5,2,10,10,8,10,3,4
201063_at,7,6,1,7,7,1,10,2,7,5
201064_s_at,7,8,7,6,5,1,6,8,6,6
201065_s_at,6,8,5,10,10,4,6,10,3,4
201066_at,5,1,4,8,5,8,1,8,8,6
201067_at,6,8,10,10,10,4,6,10,3,4
201068_s_at,7,8,7,6,5,1,6,8,6,4
201069_at,3,7,5,10,10,10,8,10,3,4
201070_x_at,6,8,7,6,3,4,6,7,6,4
201071_x_at,3,7,1,2,7,10,8,2,1,5
201072_s_at,3,8,7,6,10,4,6,10,6,4
201073_s_at,3,7,1,2,7,10,8,2,1,5
201074_at,5,4,4,9,3,8,3,7,9,8
201075_s_at,6,8,7,6,10,4,6,10,6,4
201076_at,6,4,10,10,10,4,3,10,3,8
201077_s_at,5,4,4,9,3,8,3,7,9,8
201078_at,7,6,2,7,5,1,10,8,7,6
201079_at,5,4,10,9,3,8,3,7,9,8
201080_at,3,7,1,2,10,10,8,10,1,4
201081_s_at,7,6,2,7,5,1,10,8,7,6
201082_s_at,7,6,2,7,7,1,10,2,7,5
201083_s_at,5,1,4,8,5,8,1,8,8,6
201084_s_at,6,8,7,6,3,4,6,7,6,4
201085_s_at,7,1,2,8,5,1,1,8,8,6
201086_x_at,7,6,2,7,5,1,10,8,7,6
201087_at,3,7,1,2,7,10,8,2,1,5
201088_at,7,6,1,7,7,1,10,2,7,5
201089_at,5,1,4,8,5,8,1,8,8,6
201090_x_at,3,7,1,2,7,10,8,2,1,5
201091_s_at,5,4,10,9,3,8,3,7,9,8
201092_at,3,8,7,6,10,10,6,10,6,4
201093_x_at,4,5,5,10,10,9,2,10,3,7
201094_at,4,5,5,10,10,9,2,3,3,7
201095_at,5,1,4,8,5,8,1,8,8,6
201096_s_at,6,4,10,9,3,4,3,7,9,8
201097_s_at,6,4,10,9,3,4,3,7,9,8
201098_at,6,4,10,9,10,4,3,10,9,8
201099_at,6,8,7,6,5,4,6,8,6,4
201100_s_at,3,6,1,7,7,10,10,2,1,5
201101_s_at,3,7,1,2,7,10,8,2,1,5
201102_s_at,3,7,1,2,10,10,8,10,1,4
201103_x_at,7,1,2,8,5,1,1,8,8,6
201104_x_at,5,1,4,8,5,8,1,8,8,6
201105_at,7,6,2,7,5,1,10,8,7,6
201106_at,6,8,5,10,10,4,6,10,3,4
201107_s_at,6,4,10,9,3,4,3,7,9,8
201108_s_at,3,7,1,2,7,10,8,2,1,5
201109_s_at,7,1,2,8,5,1,1,8,8,6
201110_s_at,6,8,7,6,10,4,6,10,6,4
201111_at,5,4,4,9,3,8,3,7,9,8
201112_s_at,6,8,10,10,10,4,6,10,3,4
201113_at,6,4,10,9,3,4,3,7,9,8
201114_x_at,3,7,1,2,10,10,8,10,1,4
201115_at,6,8,7,6,10,4,6,10,6,4
201116_s_at,5,1,4,8,5,8,1,8,8,6
201117_s_at,3,6,1,7,7,10,10,2,7,5
201118_at,5,4,4,9,3,8,3,7,6,8
201119_s_at,6,4,10,9,3,4,3,7,9,8
201120_s_at,5,1,4,8,3,8,1,7,8,8
201121_s_at,4,5,10,10,10,9,2,10,3,7
201122_x_at,5,4,4,9,3,8,3,7,9,8
201123_s_at,4,5,5,10,10,9,2,10,3,7
201124_at,6,8,7,6,10,4,6,10,6,4
201125_s_at,3,7,1,2,7,10,8,2,1,5
201126_s_at,7,1,2,8,5,1,1,8,8,6
201127_s_at,3,7,1,2,7,10,8,2,1,5
201128_s_at,6,8,7,6,3,4,6,7,6,8
201129_at,6,8,7,6,5,4,6,10,6,4
201130_s_at,9,7,1,2,8,6,8,9,1,1
201131_s_at,6,4,10,9,3,4,3,7,9,8
201132_at,6,8,7,6,10,4,6,10,6,4
201133_s_at,5,4,4,9,3,8,3,7,9,8
201134_x_at,7,1,4,8,5,1,1,8,8,6
201135_at,7,1,2,8,5,1,1,8,8,6
201136_at,3,7,1,2,7,10,8,2,1,5
201137_s_at,5,4,4,9,3,8,3,7,9,8
201138_s_at,3,7,5,2,10,10,8,10,1,4
201139_s_at,7,6,2,7,5,1,10,8,7,6
201140_s_at,6,8,10,6,10,4,6,10,6,4
201141_at,3,7,1,2,10,10,8,10,1,5
201142_at,6,8,7,6,10,4,6,10,6,4
201143_s_at,7,6,2,7,5,1,10,8,7,6
201144_s_at,5,1,4,8,5,8,1,8,8,6
201145_at,3,6,1,7,7,10,10,2,1,5
201146_at,7,1,7,6,5,1,1,8,6,6
201147_s_at,3,7,1,2,10,10,8,10,1,4
201148_s_at,6,8,7,6,10,4,6,10,6,4
201149_s_at,7,8,7,6,5,1,6,8,6,4
201150_s_at,6,4,10,9,3,4,3,7,9,8
201151_s_at,5,1,4,8,3,8,1,7,8,8
201152_s_at,7,1,2,8,5,1,1,8,8,6
201153_s_at,6,8,7,10,10,4,6,10,3,4
201154_x_at,5,4,4,9,3,8,3,7,9,8
201155_s_at,5,1,4,8,5,8,1,8,8,6
201156_s_at,7,1,2,8,5,1,1,8,8,6
201157_s_at,7,6,2,7,7,1,10,2,7,5
201158_at,7,6,2,7,7,1,10,2,7,5
201159_s_at,3,7,1,2,7,10,8,2,1,5
201160_s_at,3,6,1,7,7,10,10,2,7,5
201161_s_at,7,6,2,7,5,1,10,8,7,6
201162_at,7,1,2,8,5,1,1,8,8,6
201163_s_at,6,8,7,6,10,4,6,10,6,4
201164_s_at,6,8,7,6,3,4,6,7,6,4
201165_s_at,6,8,7,6,10,4,6,10,6,4
201166_s_at,3,7,1,2,7,10,8,2,1,5
201167_x_at,6,8,7,6,10,4,6,10,6,4
201168_x_at,3,7,1,2,7,10,8,2,1,5
201169_s_at,5,4,4,9,3,8,3,7,9,8
201170_s_at,6,8,7,6,10,4,6,10,6,4
201171_at,3,8,7,6,10,10,6,10,6,4
201172_x_at,4,5,10,10,3,9,2,7,3,7
201173_x_at,3,7,7,2,10,10,8,10,1,4
201174_s_at,5,1,4,8,5,8,1,8,8,6
201175_at,3,8,7,6,10,10,6,10,6,4
201176_s_at,7,6,2,7,7,1,10,2,7,5
201177_s_at,6,8,7,6,10,4,6,10,6,4
201178_at,6,8,7,6,10,4,6,10,6,4
201179_s_at,6,8,7,6,10,4,6,10,6,4
201180_s_at,4,5,5,10,10,9,2,10,3,7
201181_at,3,7,1,2,7,10,8,2,1,5
201182_s_at,6,8,7,6,10,4,6,10,6,4
201183_s_at,5,4,4,9,3,8,3,7,9,8
201184_s_at,7,8,7,6,5,1,6,8,6,4
201185_at,7,6,2,7,5,1,10,8,7,6
201186_at,5,1,4,8,3,8,1,7,8,8
201187_s_at,6,8,7,6,10,4,6,10,6,4
201188_s_at,7,8,7,6,5,1,6,8,6,6
201189_s_at,5,1,4,6,3,8,1,7,6,8
201190_s_at,7,6,2,7,5,1,10,8,7,6
201191_at,7,1,2,8,5,1,1,8,8,6
201192_s_at,5,4,4,9,3,8,3,7,9,8
201193_at,3,7,1,2,7,10,8,2,1,5
201194_at,7,1,2,8,5,1,1,8,8,6
201195_s_at,3,7,1,2,7,10,8,2,1,5
201196_s_at,3,7,1,2,7,10,8,2,1,5
201197_at,5,4,4,9,3,8,3,7,9,8
201198_s_at,3,7,1,2,10,10,8,10,1,4
201199_s_at,4,5,5,4,2,9,2,3,10,7
201200_at,3,8,7,6,7,10,6,2,6,4
201201_at,5,4,4,9,3,8,3,7,9,8
201202_at,6,4,10,9,3,4,3,7,9,8
201203_s_at,6,8,7,6,10,4,6,10,6,4
201204_s_at,3,8,7,6,7,10,6,2,6,4
201205_at,6,8,7,6,3,4,6,7,6,4
201206_s_at,4,5,5,10,10,9,2,10,3,7
201207_at,5,4,10,9,3,8,3,7,9,8
201208_s_at,4,5,5,10,10,9,2,10,3,7
201209_at,5,1,4,8,5,8,1,8,8,6
201210_at,7,6,2,7,5,1,10,8,7,6
201211_s_at,5,1,4,8,5,8,1,8,8,6
201212_at,6,8,10,6,10,4,6,10,6,4
201213_at,7,6,2,8,5,1,10,8,7,6
201214_s_at,5,4,4,9,3,8,3,7,9,8
201215_at,7,6,2,7,7,1,10,2,7,5
201216_at,5,4,4,9,3,8,3,7,8,8
201217_x_at,4,5,5,10,10,9,2,10,3,7
201218_at,7,6,7,6,7,1,10,2,6,5
201219_at,6,5,5,10,10,4,2,10,3,7
201220_x_at,4,5,5,10,10,9,2,10,3,7
201221_s_at,7,6,2,7,5,1,10,8,7,6
201222_s_at,3,8,7,2,10,10,6,10,6,4
201223_s_at,3,7,1,2,7,10,8,2,1,5
201224_s_at,7,6,2,7,5,1,10,8,7,6
201225_s_at,3,7,1,2,7,10,8,2,1,5
201226_at,3,7,1,2,7,10,8,2,1,4
201227_s_at,3,8,7,6,10,10,6,10,6,4
201228_s_at,7,8,7,6,5,1,6,8,6,4
201229_s_at,6,4,10,10,3,4,3,7,9,7
201230_s_at,6,8,7,6,5,4,6,8,6,4
201231_s_at,7,1,4,8,5,1,1,8,8,6
201232_s_at,7,1,2,8,5,1,1,8,8,6
201233_at,7,6,2,7,7,1,10,2,7,5
201234_at,3,7,1,2,7,10,8,2,1,5
201235_s_at,5,1,4,8,3,8,1,7,8,8
201236_s_at,3,7,5,10,10,10,8,10,3,4
201237_at,6,8,7,6,10,4,6,10,6,4
201238_s_at,5,4,4,9,3,8,3,7,9,8
201239_s_at,6,8,7,6,10,4,6,10,6,4
201240_s_at,7,1,2,8,5,1,1,8,8,6
201241_at,5,4,10,9,3,8,3,7,9,8
201242_s_at,3,6,1,7,7,10,10,2,7,5
201243_s_at,5,4,4,9,3,8,3,7,9,8
201244_s_at,6,4,10,9,3,4,3,7,9,8
201245_s_at,7,1,2,8,5,1,1,8,7,6
201246_s_at,5,1,4,6,3,8,1,7,6,8
201247_at,7,1,2,8,5,1,1,8,8,6
201248_s_at,6,4,10,10,10,4,3,10,3,7
201249_at,4,5,5,10,10,9,2,10,3,7
201250_s_at,6,4,7,9,3,4,3,7,6,8
201251_at,7,6,2,7,5,1,10,8,7,6
201252_at,5,1,4,8,3,8,1,7,8,8
201253_s_at,4,5,5,10,10,9,2,10,3,7
201254_x_at,6,4,10,9,3,4,3,7,9,8
201255_x_at,4,5,10,10,10,9,2,10,3,7
201256_at,5,4,4,9,3,8,3,7,9,8
201257_x_at,3,7,1,2,10,10,8,10,1,5
201258_at,7,1,2,8,5,1,1,8,8,6
201259_s_at,3,7,1,2,7,10,8,2,1,5
201260_s_at,3,7,1,2,7,10,8,2,1,5
201261_x_at,3,7,1,2,7,10,8,2,1,5
201262_s_at,3,7,1,2,7,10,8,2,1,5
201263_at,7,6,2,7,5,1,10,8,7,6
201264_at,3,6,1,7,7,10,10,2,7,5
201265_at,7,6,2,7,5,1,10,8,7,6
201266_at,7,1,2,8,5,1,1,8,8,6
201267_s_at,4,5,5,10,10,9,2,10,3,7
201268_at,3,7,1,2,7,10,8,2,1,5
201269_s_at,4,5,5,10,10,9,2,10,3,7
201270_x_at,6,8,7,6,10,4,6,10,6,4
201271_s_at,6,8,5,10,10,4,2,10,3,4
201272_at,5,4,4,9,3,8,3,7,9,8
201273_s_at,3,8,7,6,10,10,6,10,6,4
201274_at,7,6,2,7,5,1,10,8,7,6
201275_at,6,8,7,6,10,4,6,10,6,4
201276_at,5,8,4,6,3,8,6,7,6,8
201277_s_at,3,8,7,2,10,4,6,10,3,4
201278_at,4,5,5,10,10,9,2,10,3,7
201279_s_at,6,8,7,6,10,4,6,10,6,4
201280_s_at,7,1,7,6,5,1,1,8,6,6
201281_at,5,1,4,8,5,8,1,8,8,6
201282_at,5,1,4,8,5,8,1,8,8,6
201283_s_at,6,4,10,9,3,4,3,7,9,8
201284_s_at,3,7,1,2,10,10,8,10,1,4
201285_at,6,4,10,9,3,4,3,7,9,8
201286_at,5,1,4,8,5,8,1,8,8,6
201287_s_at,7,1,2,8,5,1,1,8,8,6
201288_at,6,8,7,6,10,4,6,10,6,4
201289_at,5,1,4,8,5,8,1,8,8,6
201290_at,5,1,4,8,3,8,1,7,8,6
201291_s_at,6,4,10,9,3,4,3,7,9,8
201292_at,3,7,1,2,7,10,8,2,1,5
201293_x_at,6,8,10,10,10,4,6,10,3,4
201294_s_at,3,7,1,2,7,10,8,2,1,5
201295_s_at,3,6,1,7,7,10,10,2,7,5
201296_s_at,3,7,7,2,10,10,8,10,1,4
201297_s_at,3,6,1,7,7,10,10,2,1,5
201298_s_at,6,8,7,10,10,4,6,10,3,4
201299_s_at,5,1,4,8,5,8,1,8,8,6
201300_s_at,6,4,10,9,3,4,3,7,9,8
201301_s_at,7,6,2,7,5,1,10,8,7,6
201302_at,5,1,4,8,5,8,1,8,8,6
201303_at,3,7,7,2,10,10,8,10,1,4
201304_at,5,1,4,8,5,8,1,8,8,6
201305_x_at,6,8,7,6,5,4,6,8,6,4
201306_s_at,5,1,4,8,5,8,1,8,8,6
201307_at,3,7,1,2,7,10,8,2,1,5
201308_s_at,3,8,7,6,7,10,6,2,6,4
201309_x_at,5,1,4,8,5,8,1,8,8,6
201310_s_at,5,4,10,9,3,8,3,7,9,8
201311_s_at,6,4,10,9,3,4,3,7,9,8
201312_s_at,4,5,5,10,10,9,2,10,3,7
201313_at,6,4,4,6,3,4,3,7,6,8
201314_at,6,8,7,6,10,4,6,10,6,4
201315_x_at,7,6,2,7,7,1,10,2,7,5
201316_at,7,6,7,7,7,1,10,2,7,5
201317_s_at,3,7,1,2,7,10,8,2,1,5
201318_s_at,3,7,7,2,10,10,8,10,1,4
201319_at,6,4,10,9,3,4,3,7,9,8
201320_at,3,8,7,6,10,10,6,10,6,4
201321_s_at,7,1,2,8,5,1,1,8,8,6
201322_at,5,4,4,9,3,8,3,7,9,8
201323_at,3,7,5,2,10,10,8,10,1,4
201324_at,5,4,4,9,3,8,3,7,9,8
201325_s_at,7,6,2,7,7,1,10,2,7,5
201326_at,6,8,7,6,10,4,6,10,6,4
201327_s_at,6,8,7,10,10,4,6,10,3,4
201328_at,3,8,7,6,10,10,6,10,6,4
201329_s_at,7,1,2,8,5,1,1,8,8,6
201330_at,3,7,1,2,7,10,8,2,1,5
201331_s_at,6,8,7,6,10,4,6,10,6,4
201332_s_at,7,1,4,8,5,1,1,8,8,6
201333_s_at,3,7,1,2,7,10,8,2,1,5
201334_s_at,6,8,10,10,10,4,6,10,3,4
201335_s_at,6,8,5,10,10,4,6,10,3,4
201336_at,7,8,7,6,5,1,6,8,6,4
201337_s_at,7,1,7,6,5,1,1,8,6,6
201338_x_at,5,4,4,9,3,8,3,7,9,8
201339_s_at,5,1,4,8,5,8,1,8,8,6
201340_s_at,6,4,10,10,10,4,3,10,9,8
201341_at,6,8,5,10,10,4,2,10,3,4
201342_at,6,8,7,6,5,4,6,8,6,4
201343_at,6,4,10,9,3,4,3,7,9,8
201344_at,3,6,1,7,7,10,10,2,1,5
201345_s_at,3,6,1,2,7,10,8,2,1,5
201346_at,5,1,4,8,5,8,1,8,8,6
201347_x_at,7,6,2,7,7,1,10,2,7,5
201348_at,5,4,4,9,3,8,3,7,9,8
201349_at,5,1,4,8,5,8,1,8,8,6
201350_at,6,4,10,9,3,4,3,7,9,8
201351_s_at,7,6,2,7,5,1,10,8,7,6
201352_at,6,4,10,9,3,4,3,7,9,8
201353_s_at,7,1,4,8,5,1,1,8,8,6
201354_s_at,3,7,1,2,7,10,8,2,1,5
201355_s_at,3,8,7,6,10,10,6,10,6,4
201356_at,6,8,7,6,10,4,6,10,6,4
201357_s_at,6,8,10,6,3,4,6,7,6,8
201358_s_at,3,6,1,7,7,10,10,2,1,5
201359_at,7,1,2,8,5,1,1,8,8,6
201360_at,6,8,7,6,10,4,6,10,6,4
201361_at,3,7,1,2,7,10,8,2,1,5
201362_at,6,8,7,6,10,4,6,10,6,4
201363_s_at,4,5,5,10,2,9,2,3,3,7
201364_s_at,5,1,4,8,3,8,1,7,8,8
201365_at,6,8,5,10,10,4,6,10,3,4
201366_at,7,1,2,8,5,1,1,8,8,6
201367_s_at,3,6,1,7,7,10,10,2,7,5
201368_at,7,6,2,7,7,1,10,2,7,5
201369_s_at,7,1,2,8,5,1,1,8,7,6
201370_s_at,6,8,7,6,10,4,6,10,6,4
201371_s_at,7,8,7,6,5,1,6,8,6,6
201372_s_at,6,8,10,10,10,4,6,10,3,4
201373_at,7,6,2,7,5,1,10,8,7,6
201374_x_at,3,7,1,2,7,10,8,2,1,5
201375_s_at,5,4,4,9,3,8,3,7,9,8
201376_s_at,7,6,2,7,7,1,10,2,7,5
201377_at,5,4,4,9,3,8,3,7,9,8
201378_s_at,6,4,10,9,3,4,3,7,9,8
201379_s_at,6,5,5,10,10,4,2,10,3,4
201380_at,6,8,7,6,10,4,6,10,6,4
201381_x_at,4,5,5,10,2,9,2,3,3,7
201382_at,3,7,5,2,10,10,8,10,3,4
201383_s_at,3,6,1,7,7,10,10,2,1,5
201384_s_at,3,8,7,6,7,10,6,2,6,4
201385_at,3,8,7,6,7,10,6,2,6,5
201386_s_at,5,4,4,9,3,8,3,7,8,8
201387_s_at,5,1,4,8,5,8,1,8,8,6
201388_at,7,6,1,7,7,1,10,2,7,5
201389_at,7,6,2,7,7,1,10,2,7,5
201390_s_at,7,1,2,8,5,1,1,8,8,6
201391_at,7,6,2,7,7,1,10,2,7,5
201392_s_at,4,5,5,10,10,9,2,10,3,7
201393_s_at,5,4,4,9,3,8,3,7,9,8
201394_s_at,5,4,4,9,3,8,3,7,9,8
201395_at,6,8,7,10,10,4,6,10,3,4
201396_s_at,7,1,2,8,5,1,1,8,7,6
201397_at,3,8,7,2,10,10,6,10,6,4
201398_s_at,6,8,7,6,10,4,6,10,6,4
201399_s_at,5,1,4,8,5,8,1,8,8,6
201400_at,7,8,7,6,5,1,6,8,6,6
201401_s_at,7,1,2,8,5,1,1,8,7,6
201402_at,5,4,4,9,3,8,3,7,9,8
201403_s_at,5,4,4,9,3,8,3,7,9,8
201404_x_at,3,7,1,2,7,10,8,2,1,5
201405_s_at,7,6,2,7,7,1,10,2,7,5
201406_at,6,4,10,9,3,4,3,7,9,8
201407_s_at,6,8,7,6,3,4,6,7,6,4
201408_at,7,1,2,8,5,1,1,8,7,6
201409_s_at,3,7,1,2,7,10,8,2,1,5
201410_at,3,7,1,2,10,10,8,10,1,4
201411_s_at,3,6,1,7,7,10,10,2,7,5
201412_at,6,8,7,6,10,4,6,10,6,4
201413_at,7,6,2,6,5,1,10,8,6,6
201414_s_at,7,1,2,8,5,1,1,8,8,6
201415_at,4,5,5,10,10,9,2,10,3,7
201416_at,5,1,4,8,5,8,1,8,8,6
201417_at,5,1,4,8,5,8,1,8,8,6
201418_s_at,3,7,1,2,10,10,8,10,1,7
201419_at,6,4,10,9,3,4,3,7,9,8
201420_s_at,3,8,7,6,10,10,6,10,6,4
201421_s_at,3,7,1,2,7,10,8,2,1,5
201422_at,3,7,1,2,7,10,8,2,1,5
201423_s_at,6,8,10,6,3,4,6,7,9,8
201424_s_at,7,1,2,8,5,1,1,8,8,6
201425_at,7,6,2,7,5,1,10,8,7,6
201426_s_at,7,6,2,7,7,1,10,2,7,5
201427_s_at,3,7,1,2,10,10,8,10,1,4
201428_at,6,8,7,6,10,4,6,10,6,4
201429_s_at,6,4,10,9,3,4,3,7,9,8
201430_s_at,4,5,5,10,10,9,2,10,3,7
201431_s_at,3,7,5,2,10,10,8,10,3,4
201432_at,7,6,2,7,7,1,10,2,7,5
201433_s_at,7,1,2,8,5,1,1,8,7,6
201434_at,6,8,7,6,10,4,6,10,6,4
201435_s_at,7,6,2,7,5,1,10,8,7,6
201436_at,7,6,2,7,5,1,10,8,7,6
201437_s_at,3,7,1,2,7,10,8,2,1,4
201438_at,7,6,2,7,5,1,10,8,7,6
201439_at,3,6,1,7,7,10,10,2,7,5
201440_at,6,8,7,10,10,4,6,10,3,4
201441_at,6,8,7,6,10,4,6,10,6,4
201442_s_at,3,6,1,7,7,10,10,2,7,5
201443_s_at,6,4,10,9,3,4,3,7,9,8
201444_s_at,6,4,10,9,3,4,3,7,9,8
201445_at,5,4,4,9,3,8,3,7,9,8
201446_s_at,5,4,4,9,3,8,3,7,9,8
201447_at,5,1,4,8,5,8,1,8,8,6
201448_at,7,6,2,7,5,1,10,8,7,6
201449_at,7,6,2,7,7,1,10,2,7,5
201450_s_at,3,8,7,6,7,10,6,2,6,4
201451_x_at,6,5,10,10,10,4,2,10,3,7
201452_at,3,6,1,7,7,10,10,2,7,5
201453_x_at,6,8,7,6,10,4,6,10,6,4
201454_s_at,3,7,1,2,7,10,8,2,1,5
201455_s_at,3,7,1,2,7,10,8,2,1,5
201456_s_at,3,8,7,6,7,10,6,2,6,4
201457_x_at,5,4,4,9,3,8,3,7,9,8
201458_s_at,7,8,7,6,7,1,6,2,6,4
201459_at,7,1,2,8,5,1,1,8,8,6
201460_at,3,7,1,2,7,10,8,2,1,5
201461_s_at,7,6,2,7,7,1,10,2,7,5
201462_at,6,8,5,10,10,4,6,10,3,4
201463_s_at,6,4,10,9,10,4,3,10,9,8
201464_x_at,5,4,4,9,3,8,3,7,9,8
201465_s_at,5,4,4,9,3,8,3,7,9,8
201466_s_at,5,1,4,8,5,8,1,8,8,6
201467_s_at,6,8,7,6,3,4,6,7,6,4
201468_s_at,7,1,4,8,5,1,1,8,8,6
201469_s_at,7,8,7,6,5,1,6,8,6,4
201470_at,5,1,4,8,5,8,1,8,8,6
201471_s_at,7,1,2,8,5,1,1,8,7,6
201472_at,3,7,1,2,7,10,8,2,1,5
201473_at,7,6,2,7,7,1,10,2,7,5
201474_s_at,3,7,1,2,7,10,8,2,1,5
201475_x_at,3,6,1,7,7,10,10,2,7,5
201476_s_at,7,1,2,8,5,1,1,8,8,6
201477_s_at,5,4,4,9,3,8,3,7,9,8
201478_s_at,5,4,4,9,3,8,3,7,9,8
201479_at,3,8,7,6,10,10,6,10,6,4
201480_s_at,5,1,4,8,5,8,1,8,8,6
201481_s_at,5,1,4,8,5,8,1,8,8,6
201482_at,7,6,2,7,5,1,10,8,7,6
201483_s_at,7,6,2,7,7,1,10,2,7,5
201484_at,7,1,2,8,5,1,1,8,8,6
201485_s_at,6,8,10,10,10,4,6,10,3,4
201486_at,3,7,1,2,7,10,8,2,1,5
201487_at,3,7,1,2,7,10,8,2,1,5
201488_x_at,5,1,4,8,5,8,1,8,8,6
201489_at,6,4,10,10,3,4,3,7,9,8
201490_s_at,3,7,1,2,7,10,8,2,1,5
201491_at,3,7,1,2,10,10,8,10,1,4
201492_s_at,7,1,4,8,5,1,1,8,8,6
201493_s_at,3,7,1,2,7,10,8,2,1,5
201494_at,3,8,7,6,7,10,6,2,6,5
201495_x_at,6,8,7,6,10,4,6,10,6,4
201496_x_at,7,8,7,6,5,1,6,8,6,6
201497_x_at,3,7,7,6,7,10,8,2,6,4
201498_at,6,8,7,6,5,4,6,8,6,4
201499_s_at,3,8,7,6,10,4,6,10,6,4
201500_s_at,3,7,1,2,7,10,8,2,1,5
201501_s_at,5,4,4,9,3,8,3,7,9,8
201502_s_at,5,4,10,9,3,8,3,7,9,8
201503_at,4,5,5,10,10,9,2,10,3,7
201504_s_at,3,7,1,2,7,10,8,2,1,4
201505_at,7,6,2,8,5,1,10,8,7,6
201506_at,3,7,1,2,7,10,8,2,1,5
201507_at,6,4,10,9,3,4,3,7,9,8
201508_at,7,6,2,7,5,1,10,8,7,6
201509_at,6,8,7,6,10,4,6,10,6,4
201510_at,6,8,7,6,10,4,6,10,6,4
201511_at,6,8,7,6,3,4,6,7,6,8
201512_s_at,7,1,7,6,5,1,1,8,6,6
201513_at,5,1,4,8,5,8,1,8,8,6
201514_s_at,7,1,2,8,5,1,1,8,8,6
201515_s_at,4,5,5,10,2,9,2,3,3,7
201516_at,3,6,1,7,7,10,10,2,7,5
201517_at,4,5,5,10,10,9,2,10,3,7
201518_at,6,8,7,6,10,4,6,10,6,4
201519_at,6,4,10,9,3,4,3,7,9,8
201520_s_at,3,7,1,2,7,10,8,2,1,5
201521_s_at,7,1,7,6,5,1,1,8,6,6
201522_x_at,6,8,7,6,10,4,6,10,6,4
201523_x_at,7,6,2,7,5,1,10,8,7,6
201524_x_at,3,7,1,2,7,10,8,2,1,5
201525_at,9,9,9,4,8,6,9,9,10,1
201526_at,7,1,2,8,5,1,1,8,8,6
201527_at,3,8,7,6,7,10,6,2,6,4
