1,2,3,4,5,6,7,8,9,10
202061_s_at,7,6,2,7,5,1,10,8,7,6
202062_s_at,6,8,7,6,10,4,6,10,6,4
202063_s_at,7,1,2,8,5,1,1,8,8,6
202064_s_at,5,4,4,9,3,8,3,7,9,8
202065_s_at,4,5,10,10,10,9,2,10,3,7
202066_at,6,4,10,9,3,4,3,7,9,8
202067_s_at,6,8,7,10,10,4,6,10,3,4
202068_s_at,7,6,2,7,7,1,10,2,7,5
202069_s_at,3,8,7,6,7,10,6,2,6,5
202070_s_at,3,8,7,6,10,10,6,10,6,4
202071_at,3,7,1,2,7,10,8,2,1,5
202072_at,5,1,4,8,5,8,1,8,8,6
202073_at,5,4,4,9,3,8,3,7,9,8
202074_s_at,6,8,7,6,10,4,6,10,6,4
202075_s_at,5,1,4,8,5,8,1,8,8,6
202076_at,3,7,1,2,7,10,8,2,1,5
202077_at,6,8,5,10,10,4,6,10,3,4
202078_at,3,8,7,6,10,10,6,10,6,4
202079_s_at,6,8,7,6,10,4,6,10,6,4
202080_s_at,7,8,7,6,5,1,6,8,6,4
202081_at,6,8,10,10,10,4,6,10,3,4
202082_s_at,6,4,10,9,3,4,3,7,9,8
202083_s_at,7,6,2,7,7,1,10,2,7,5
202084_s_at,7,8,7,6,5,1,6,8,6,4
202085_at,5,1,4,8,5,8,1,8,8,6
202086_at,6,8,7,10,10,4,6,10,3,4
202087_s_at,7,8,7,6,5,1,6,8,6,6
202088_at,6,8,7,6,5,4,6,8,6,4
202089_s_at,7,6,2,7,5,1,10,8,7,6
202090_s_at,3,7,1,2,7,10,8,2,1,5
202091_at,6,8,7,6,3,4,6,7,6,4
202092_s_at,6,4,10,9,3,4,3,7,9,8
202093_s_at,6,4,10,9,3,4,3,7,9,8
202094_at,5,4,4,9,3,8,3,7,9,8
202095_s_at,6,4,10,9,3,4,3,7,9,8
202096_s_at,6,8,7,6,10,4,6,10,6,4
202097_at,4,5,5,10,10,9,2,10,3,7
202098_s_at,6,8,7,6,10,4,6,10,6,4
202099_s_at,6,8,7,6,10,4,6,10,6,4
202100_at,5,4,4,9,3,8,3,7,9,8
202101_s_at,6,5,5,10,10,4,2,10,3,7
202102_s_at,7,1,2,8,5,1,1,8,8,6
202103_at,6,8,7,6,10,4,6,10,6,4
202104_s_at,6,8,10,6,10,4,6,10,6,4
202105_at,6,5,10,10,10,4,2,10,3,7
202106_at,7,6,2,7,5,1,10,8,7,6
202107_s_at,7,6,2,7,7,1,10,2,7,5
202108_at,3,7,1,2,7,10,8,2,1,5
202109_at,5,4,4,6,3,8,3,7,6,8
202110_at,3,7,5,2,10,10,8,10,1,7
202111_at,5,1,4,8,5,8,1,8,8,6
202112_at,3,7,1,2,7,10,8,2,1,4
202113_s_at,6,8,7,10,10,4,6,10,3,4
202114_at,5,4,10,9,3,8,3,7,9,8
202115_s_at,7,6,2,7,7,1,10,2,7,5
202116_at,6,8,7,10,10,4,6,10,3,4
202117_at,3,7,1,2,7,10,8,2,1,5
202118_s_at,3,7,1,2,10,10,8,10,1,4
202119_s_at,7,6,2,7,5,1,10,8,7,6
202120_x_at,7,8,7,6,5,1,6,8,6,4
202121_s_at,5,4,4,9,3,8,3,7,9,8
202122_s_at,7,6,2,7,5,1,10,8,7,6
202123_s_at,7,6,2,7,5,1,10,8,7,6
202124_s_at,3,7,1,2,7,10,8,2,1,5
202125_s_at,3,7,1,2,7,10,8,2,1,5
202126_at,7,1,7,6,5,1,1,8,6,6
202127_at,6,8,7,6,10,4,6,10,6,4
202128_at,5,4,10,9,3,8,3,7,9,8
202129_s_at,5,4,4,9,3,8,3,7,9,8
202130_at,6,5,5,10,10,4,2,10,3,7
202131_s_at,7,1,2,8,5,1,1,8,8,6
202132_at,3,7,1,2,7,10,8,2,1,5
202133_at,5,1,4,8,5,8,1,8,8,6
202134_s_at,6,4,10,9,3,4,3,7,9,8
202135_s_at,7,6,2,7,7,1,10,2,7,5
202136_at,7,1,2,8,5,1,1,8,8,6
202137_s_at,3,7,1,2,10,10,8,10,1,4
202138_x_at,6,8,7,6,10,4,6,10,6,4
202139_at,5,4,4,9,3,8,3,7,8,8
202140_s_at,6,8,7,6,10,4,6,10,6,4
202141_s_at,7,6,2,7,7,1,10,2,7,5
202142_at,7,8,7,6,5,1,6,8,6,4
202143_s_at,6,8,10,10,10,4,6,10,3,4
202144_s_at,6,8,7,6,10,4,6,10,6,4
202145_at,6,8,7,6,10,4,6,10,6,4
202146_at,7,1,2,8,5,1,1,8,7,6
202147_s_at,7,6,2,7,7,1,10,2,7,5
202148_s_at,7,6,2,7,5,1,10,8,7,6
202149_at,6,8,7,6,10,4,6,10,6,4
202150_s_at,7,6,2,7,5,1,10,8,7,6
202151_s_at,3,7,1,2,8,10,8,9,1,1
202152_x_at,6,4,10,9,3,4,3,7,9,8
202153_s_at,6,4,10,9,3,4,3,7,9,8
202154_x_at,6,5,10,10,10,4,2,10,3,7
202155_s_at,7,1,2,8,5,1,1,8,8,6
202156_s_at,6,8,7,6,10,4,6,10,6,4
202157_s_at,7,6,2,7,5,1,10,8,7,6
202158_s_at,3,7,1,2,10,10,8,10,1,4
202159_at,7,1,2,8,5,1,1,8,8,6
202160_at,7,1,2,8,5,1,1,8,7,6
202161_at,3,7,1,2,7,10,8,2,1,5
202162_s_at,3,7,5,2,10,10,8,10,3,4
202163_s_at,3,7,1,2,7,10,8,2,1,5
202164_s_at,6,5,10,10,10,4,2,10,3,7
202165_at,6,8,10,10,10,4,6,10,3,4
202166_s_at,5,4,4,9,3,8,3,7,9,8
202167_s_at,7,1,2,8,5,1,1,8,7,6
202168_at,6,8,7,6,5,4,6,8,6,4
202169_s_at,7,1,2,8,5,1,1,8,8,6
202170_s_at,4,5,5,10,10,9,2,10,3,7
202171_at,7,6,2,7,5,1,10,8,7,6
202172_at,5,1,4,8,5,8,1,8,8,6
202173_s_at,5,1,4,8,3,8,1,7,8,8
202174_s_at,7,1,4,8,5,1,1,8,8,6
202175_at,7,1,4,8,5,1,1,8,8,6
202176_at,5,1,4,8,5,8,1,8,8,6
202177_at,5,1,4,8,5,8,1,8,8,6
202178_at,6,8,7,6,3,4,6,7,6,4
202179_at,6,8,7,6,10,4,6,10,6,4
202180_s_at,6,8,10,10,10,4,6,10,3,4
202181_at,6,8,10,6,10,4,6,10,6,4
202182_at,7,8,7,6,5,1,6,8,6,6
202183_s_at,3,7,1,2,10,10,8,10,1,5
202184_s_at,6,8,7,6,10,4,6,10,6,4
202185_at,6,8,7,6,5,4,6,8,6,4
202186_x_at,4,5,5,10,10,9,2,10,3,7
202187_s_at,7,6,2,7,5,1,10,8,7,6
202188_at,6,4,10,9,3,4,3,7,9,8
202189_x_at,3,7,1,2,7,10,8,2,1,5
202190_at,5,1,4,8,5,8,1,8,8,6
202191_s_at,6,8,5,10,10,4,6,10,3,4
202192_s_at,5,4,4,9,3,8,3,7,9,8
202193_at,5,1,4,8,5,8,1,8,8,6
202194_at,7,6,2,7,5,1,10,8,7,6
202195_s_at,5,4,10,9,3,8,3,7,9,8
202196_s_at,5,1,4,8,5,8,1,8,8,6
202197_at,5,4,4,9,3,8,3,7,9,8
202198_s_at,4,5,5,10,10,9,2,10,3,7
202199_s_at,5,4,10,9,3,8,3,7,9,8
202200_s_at,7,8,7,6,7,1,6,2,6,4
202201_at,7,6,2,7,5,1,10,8,7,6
202202_s_at,4,5,5,10,10,9,2,10,3,7
202203_s_at,3,8,7,6,7,10,6,2,6,4
202204_s_at,3,7,1,2,7,10,8,2,1,5
202205_at,6,4,10,9,3,4,3,7,9,8
202206_at,7,8,7,6,5,1,6,8,6,4
202207_at,7,1,2,8,5,1,1,8,8,6
202208_s_at,6,8,7,10,10,4,6,10,3,4
202209_at,7,6,2,7,5,1,10,8,7,6
202210_x_at,6,5,5,10,10,4,2,10,3,7
202211_at,3,7,1,2,7,10,8,10,1,4
202212_at,7,1,2,8,5,1,1,8,8,6
202213_s_at,6,8,10,6,10,4,6,10,6,4
202214_s_at,6,4,10,9,3,4,3,7,9,8
202215_s_at,5,1,4,8,5,8,1,8,8,6
202216_x_at,6,4,10,9,3,4,3,7,9,8
202217_at,3,7,5,2,10,10,8,10,1,4
202218_s_at,7,8,7,6,5,1,6,8,6,6
202219_at,3,7,1,2,7,10,8,2,1,5
202220_at,3,7,1,2,10,10,8,10,1,4
202221_s_at,3,6,1,7,7,10,10,2,7,5
202222_s_at,6,8,7,6,10,4,6,10,6,4
202223_at,6,8,7,6,3,4,6,7,6,8
202224_at,3,8,7,6,10,10,6,10,6,4
202225_at,7,6,1,7,7,1,10,2,7,5
202226_s_at,6,4,10,9,3,4,3,7,9,8
202227_s_at,7,6,2,7,7,1,10,2,7,5
202228_s_at,6,8,7,6,10,4,6,10,6,4
202229_s_at,6,8,7,6,10,4,6,10,6,4
202230_s_at,5,4,4,9,3,8,3,7,9,8
202231_at,7,1,4,8,5,1,1,8,8,6
202232_s_at,7,6,2,7,5,1,10,8,7,6
202233_s_at,3,7,1,2,7,10,8,2,1,5
202234_s_at,7,6,2,7,5,1,10,8,7,6
202235_at,7,8,7,6,5,1,6,8,6,4
202236_s_at,5,1,4,8,5,8,1,8,8,6
202237_at,6,8,7,6,10,4,6,10,6,4
202238_s_at,4,5,10,10,2,9,2,3,3,7
202239_at,9,9,5,4,8,6,9,9,10,1
202240_at,7,6,2,7,7,1,10,2,7,5
202241_at,3,7,1,2,7,10,8,2,1,5
202242_at,4,5,5,10,2,9,2,3,3,7
202243_s_at,6,8,7,10,10,4,6,10,3,4
202244_at,7,6,2,7,5,1,10,8,7,6
202245_at,6,8,7,6,3,4,6,7,6,4
202246_s_at,3,7,1,2,10,10,8,10,1,4
202247_s_at,7,6,2,7,5,1,10,8,7,6
202248_at,6,8,7,6,10,4,6,10,6,4
202249_s_at,7,6,2,7,7,1,10,2,7,5
202250_s_at,6,8,7,6,10,4,6,10,6,4
202251_at,7,1,7,6,5,1,1,8,6,6
202252_at,7,1,2,8,5,1,1,8,8,6
202253_s_at,6,8,7,6,10,4,6,10,6,4
202254_at,7,1,2,6,5,1,1,8,6,6
202255_s_at,5,4,4,9,3,8,3,7,9,8
202256_at,3,7,1,2,10,10,8,10,1,5
202257_s_at,6,8,7,6,10,4,6,10,6,4
202258_s_at,3,8,7,6,10,10,6,10,6,4
202259_s_at,7,6,2,7,7,1,10,2,7,5
202260_s_at,6,8,7,10,10,4,6,10,3,4
202261_at,6,8,10,6,10,4,6,10,6,4
202262_x_at,3,7,1,2,7,10,8,2,1,5
202263_at,7,1,7,8,5,1,1,8,8,6
202264_s_at,7,6,7,7,7,1,10,2,7,5
202265_at,6,8,10,6,10,4,6,10,6,4
202266_at,5,1,4,8,5,8,1,8,8,8
202267_at,5,4,4,9,3,8,3,7,9,8
202268_s_at,5,1,4,8,3,8,1,7,8,8
202269_x_at,3,8,7,6,7,10,6,2,6,5
202270_at,6,8,10,10,10,4,6,10,3,4
202271_at,4,5,5,10,10,9,2,10,3,7
202272_s_at,7,8,7,6,5,1,6,8,6,4
202273_at,3,8,7,6,10,10,6,10,6,4
202274_at,6,8,7,6,10,4,6,10,6,4
202275_at,6,8,7,6,3,4,6,7,6,4
202276_at,6,8,7,6,3,4,6,7,6,4
202277_at,7,1,2,8,5,1,1,8,8,6
202278_s_at,4,5,5,10,10,9,2,10,3,7
202279_at,7,6,2,7,5,1,10,8,7,6
202280_at,6,8,7,6,5,4,6,8,6,4
202281_at,7,1,2,8,5,1,1,8,8,6
202282_at,6,8,7,6,10,4,6,10,6,4
202283_at,7,6,2,7,5,1,10,8,7,6
202284_s_at,6,4,10,9,3,4,3,7,9,8
202285_s_at,6,8,7,6,5,4,6,8,6,4
202286_s_at,3,7,1,2,7,10,8,2,1,5
202287_s_at,3,7,1,2,10,10,8,10,1,4
202288_at,5,4,4,9,3,8,3,7,9,8
202289_s_at,3,8,7,6,7,10,6,2,6,4
202290_at,6,8,7,6,3,4,6,7,6,4
202291_s_at,6,4,10,9,3,4,3,7,9,8
202292_x_at,3,7,1,2,10,10,8,10,1,4
202293_at,3,7,5,2,10,10,8,10,1,7
202294_at,3,7,5,2,10,10,8,10,1,7
202295_s_at,7,6,2,7,5,1,10,8,7,6
202296_s_at,6,8,7,6,10,4,6,10,6,4
202297_s_at,7,1,4,8,5,1,1,8,8,6
202298_at,3,7,1,2,7,10,8,2,1,5
202299_s_at,6,8,7,6,10,4,6,10,6,4
202300_at,6,4,10,9,3,4,3,7,9,8
202301_s_at,7,1,2,8,5,1,1,8,7,6
202302_s_at,5,4,4,9,3,8,3,7,9,8
202303_x_at,7,1,2,8,5,1,1,8,8,6
202304_at,7,1,4,8,5,1,1,8,8,6
202305_s_at,6,8,7,6,10,4,6,10,6,4
202306_at,7,1,2,8,5,1,1,8,8,6
202307_s_at,3,7,1,2,7,10,8,2,1,5
202308_at,3,7,1,2,10,10,8,10,1,4
202309_at,7,8,7,6,5,1,6,8,6,4
202310_s_at,5,1,4,8,3,8,1,7,8,8
202311_s_at,5,4,4,9,3,8,3,7,9,8
202312_s_at,5,1,4,8,3,8,1,7,8,8
202313_at,6,8,7,6,3,4,6,7,6,8
202314_at,5,1,4,8,5,8,1,8,8,6
202315_s_at,5,1,4,8,5,8,1,8,8,6
202316_x_at,6,8,10,6,10,4,6,10,6,4
202317_s_at,6,8,7,6,3,4,6,10,6,4
202318_s_at,7,6,2,7,5,1,10,8,7,6
202319_at,7,6,2,7,5,1,10,8,7,6
202320_at,4,5,10,10,3,9,2,7,9,7
202321_at,7,6,2,7,7,1,10,2,7,5
202322_s_at,7,1,7,6,5,1,1,8,6,6
202323_s_at,6,8,7,6,10,4,6,10,6,4
202324_s_at,4,5,5,10,10,9,2,10,3,7
202325_s_at,4,5,5,10,10,9,2,10,3,7
202326_at,3,7,1,2,7,10,8,2,1,5
202327_s_at,4,5,5,10,2,9,2,3,3,7
202328_s_at,4,5,5,10,2,9,2,3,3,7
202329_at,7,1,2,8,5,1,1,8,8,6
202330_s_at,6,4,10,9,3,4,3,7,9,8
202331_at,6,8,7,6,10,4,6,10,6,4
202332_at,7,1,2,6,5,1,1,8,6,6
202333_s_at,4,5,5,10,10,9,2,10,3,7
202334_s_at,3,7,1,2,7,10,8,2,1,5
202335_s_at,3,7,1,2,7,10,8,2,1,5
202336_s_at,5,4,10,9,3,8,3,7,9,8
202337_at,5,1,4,8,5,8,1,8,8,6
202338_at,6,8,7,6,10,4,6,10,6,4
202339_at,6,8,10,6,3,4,6,7,6,8
202340_x_at,7,6,2,7,7,1,10,2,7,5
202341_s_at,7,6,2,7,5,1,10,8,7,6
202342_s_at,7,8,7,6,5,1,6,8,6,4
202343_x_at,5,1,4,8,5,8,1,8,8,6
202344_at,7,6,2,7,7,1,10,2,7,5
202345_s_at,6,8,7,6,5,4,6,8,6,4
202346_at,3,6,1,7,7,10,10,2,7,5
202347_s_at,5,4,4,9,3,8,3,7,9,8
202348_s_at,3,7,5,2,10,10,8,10,3,4
202349_at,3,6,1,7,7,10,10,2,1,5
202350_s_at,6,8,7,6,10,4,6,10,6,4
202351_at,5,4,4,9,3,8,3,7,9,8
202352_s_at,3,6,1,7,7,10,10,2,7,5
202353_s_at,6,8,10,6,10,4,6,10,6,4
202354_s_at,4,5,5,10,2,9,2,3,3,7
202355_s_at,5,1,4,8,3,8,1,7,8,8
202356_s_at,5,1,7,6,5,8,1,8,6,6
202357_s_at,5,1,4,8,5,8,1,8,8,6
202358_s_at,3,6,1,7,7,10,10,2,7,5
202359_s_at,7,6,2,7,5,1,10,8,7,6
202360_at,3,6,1,7,7,10,10,2,7,5
202361_at,3,6,1,7,7,10,10,2,7,5
202362_at,5,1,4,9,3,8,1,7,8,8
202363_at,4,5,5,10,10,9,2,10,3,7
202364_at,3,8,7,6,10,10,6,10,6,4
202365_at,6,8,10,10,10,4,6,10,3,4
202366_at,7,6,2,7,5,1,10,8,7,6
202367_at,7,8,7,6,7,1,6,2,6,4
202368_s_at,5,1,4,9,3,8,1,7,8,8
202369_s_at,6,8,7,6,10,4,6,10,6,4
202370_s_at,7,6,1,7,7,1,10,2,7,5
202371_at,5,1,4,8,5,8,1,8,8,6
202372_at,3,6,1,7,7,10,10,2,7,5
202373_s_at,5,1,4,6,3,8,1,7,6,8
202374_s_at,7,6,2,7,5,1,10,8,7,6
202375_at,6,4,7,6,3,4,3,7,6,8
202376_at,6,4,10,9,10,4,3,10,9,8
202377_at,3,7,1,2,7,10,8,2,1,4
202378_s_at,3,7,5,2,10,10,8,10,1,7
202379_s_at,6,8,7,6,10,4,6,10,6,4
202380_s_at,7,1,2,8,5,1,1,8,8,6
202381_at,5,4,10,9,3,8,3,7,9,8
202382_s_at,5,1,4,8,5,8,1,8,8,6
202383_at,6,4,10,9,3,4,3,7,9,8
202384_s_at,7,6,2,7,7,1,10,2,7,5
202385_s_at,3,7,1,2,7,10,8,2,1,5
202386_s_at,5,1,4,8,5,8,1,8,8,6
202387_at,7,1,2,8,5,1,1,8,8,6
202388_at,3,6,1,2,7,10,8,2,1,5
202389_s_at,7,6,2,7,5,1,10,8,7,6
202390_s_at,3,8,7,6,7,10,6,2,6,4
202391_at,5,1,4,8,5,8,1,8,8,6
202392_s_at,6,8,7,6,10,4,6,10,6,4
202393_s_at,3,7,1,2,10,10,8,10,1,5
202394_s_at,3,7,1,2,7,10,8,2,1,5
202395_at,7,6,2,7,7,1,10,2,7,5
202396_at,6,8,7,6,3,4,6,7,6,4
202397_at,6,8,10,6,10,4,6,10,6,4
202398_at,4,5,5,10,10,9,2,10,3,7
202399_s_at,4,5,5,10,10,9,2,10,3,7
202400_s_at,7,1,2,8,5,1,1,8,8,6
202401_s_at,6,8,7,6,3,4,6,7,6,4
202402_s_at,3,7,1,2,7,10,8,2,1,5
202403_s_at,6,4,10,9,3,8,3,7,9,8
202404_s_at,6,8,7,10,10,4,6,10,3,4
202405_at,5,1,4,8,3,8,1,7,8,8
202406_s_at,5,4,4,9,3,8,3,7,9,8
202407_s_at,6,8,7,6,10,4,6,10,6,4
202408_s_at,6,8,7,6,3,4,6,7,6,4
202409_at,7,6,2,7,5,1,10,8,7,6
202410_x_at,5,1,4,9,3,8,1,7,8,8
202411_at,6,5,10,10,10,4,2,10,3,7
202412_s_at,6,4,10,9,3,4,3,7,9,8
202413_s_at,5,4,4,9,3,8,3,7,9,8
202414_at,7,6,2,7,5,1,10,8,7,6
202415_s_at,7,6,2,7,7,1,10,2,7,5
202416_at,7,6,2,7,5,1,10,8,7,6
202417_at,3,6,1,7,7,10,10,2,7,5
202418_at,5,1,4,8,5,8,1,8,8,6
202419_at,3,7,1,2,7,10,8,2,1,5
202420_s_at,6,4,10,9,3,4,3,7,9,8
202421_at,6,8,10,6,10,4,6,10,6,4
202422_s_at,7,6,2,7,5,1,10,8,7,6
202423_at,6,8,7,6,10,4,6,10,6,4
202424_at,3,6,1,7,7,10,10,2,7,5
202425_x_at,6,4,10,9,3,4,3,7,9,8
202426_s_at,7,1,2,8,5,1,1,8,7,6
202427_s_at,4,5,5,10,10,9,2,10,3,7
202428_x_at,6,4,10,9,3,4,3,7,9,8
202429_s_at,4,5,5,4,8,9,2,9,10,1
202430_s_at,6,8,10,6,10,4,6,10,6,4
202431_s_at,3,7,1,2,7,10,8,2,1,5
202432_at,3,7,1,2,7,10,8,2,1,5
202433_at,7,6,2,7,7,1,10,2,7,5
202434_s_at,5,1,4,8,3,8,1,7,8,8
202435_s_at,5,1,4,8,3,8,1,7,8,6
202436_s_at,3,8,7,6,10,10,6,10,6,4
202437_s_at,7,6,2,7,7,1,10,2,7,5
202438_x_at,4,5,5,10,10,9,2,10,3,7
202439_s_at,3,7,1,2,7,10,8,2,1,5
202440_s_at,3,7,1,2,7,10,8,2,1,5
202441_at,7,6,2,7,7,1,10,2,7,5
202442_at,6,8,7,6,5,4,6,8,6,4
202443_x_at,7,6,2,7,7,1,10,2,7,5
202444_s_at,5,4,4,9,3,8,3,7,9,8
202445_s_at,3,7,5,2,10,10,8,10,3,4
202446_s_at,7,6,2,7,7,1,10,2,7,5
202447_at,5,4,4,9,3,8,3,7,9,8
202448_s_at,5,4,4,6,3,8,3,7,6,8
202449_s_at,5,1,4,8,5,8,1,8,8,6
202450_s_at,4,5,5,10,10,9,2,10,3,7
202451_at,3,8,7,2,10,10,6,10,6,4
202452_at,3,7,1,2,7,10,8,2,1,5
202453_s_at,5,1,4,8,5,8,1,8,8,6
202454_s_at,7,1,2,8,5,1,1,8,8,6
202455_at,7,1,2,8,5,1,1,8,8,6
202456_s_at,4,5,5,10,2,9,2,3,3,7
202457_s_at,3,7,1,2,7,10,8,2,1,5
202458_at,4,5,5,10,10,9,2,10,3,7
202459_s_at,7,1,2,8,5,1,1,8,8,6
202460_s_at,3,7,7,2,10,10,8,10,1,4
202461_at,7,1,2,8,5,1,1,8,8,6
202462_s_at,3,7,5,2,10,10,8,10,1,7
202463_s_at,7,8,7,6,5,1,6,8,6,4
202464_s_at,3,8,7,6,7,10,6,2,6,4
202465_at,5,4,4,9,3,8,3,7,9,8
202466_at,6,4,10,10,10,4,3,10,9,8
202467_s_at,4,5,5,10,2,9,2,3,3,7
202468_s_at,5,4,4,9,3,8,3,7,9,8
202469_s_at,7,6,2,7,7,1,10,2,7,5
202470_s_at,5,4,4,9,3,8,3,7,9,8
202471_s_at,5,4,4,9,3,8,3,7,9,8
202472_at,7,6,2,7,5,1,10,8,7,6
202473_x_at,3,7,1,2,7,10,8,2,1,5
202474_s_at,6,8,7,6,10,4,6,10,6,4
202475_at,6,8,10,10,10,4,6,10,3,7
202476_s_at,7,8,7,6,7,1,6,2,6,4
202477_s_at,7,1,2,6,5,1,1,8,6,6
202478_at,6,8,7,6,10,4,6,10,6,4
202479_s_at,7,1,7,6,5,1,1,8,6,6
202480_s_at,6,5,5,10,10,4,2,10,3,7
202481_at,4,5,5,10,10,9,2,10,3,7
202482_x_at,6,8,7,6,10,4,6,10,6,4
202483_s_at,5,1,4,8,5,8,1,8,8,8
202484_s_at,4,5,5,10,2,9,2,3,3,7
202485_s_at,3,8,7,6,10,10,6,10,6,4
202486_at,3,7,1,2,7,10,8,2,1,4
202487_s_at,6,4,10,10,10,4,3,10,3,8
202488_s_at,5,4,10,9,3,8,3,7,9,8
202489_s_at,7,1,2,8,5,1,1,8,8,6
202490_at,3,8,7,6,10,10,6,10,6,4
202491_s_at,3,7,1,2,7,10,8,2,1,5
202492_at,5,4,4,9,3,8,3,7,9,8
202493_x_at,3,7,1,2,7,10,8,2,1,5
202494_at,7,6,2,7,5,1,10,8,7,6
202495_at,7,1,2,8,5,1,1,8,7,6
202496_at,3,8,7,2,10,10,6,10,6,4
202497_x_at,7,6,2,7,5,1,10,8,7,6
202498_s_at,6,4,10,9,3,4,3,7,9,8
202499_s_at,4,5,5,10,2,9,2,3,3,7
202500_at,6,8,7,6,10,4,6,10,6,4
202501_at,6,4,4,9,3,4,3,7,9,8
202502_at,5,1,4,8,5,8,1,8,8,6
202503_s_at,7,6,2,7,7,1,10,2,7,5
202504_at,3,7,1,2,7,10,8,2,1,5
202505_at,6,8,7,10,10,4,6,10,3,4
202506_at,5,1,4,8,5,8,1,8,8,6
202507_s_at,6,8,7,6,10,4,6,10,6,4
202508_s_at,6,8,7,6,3,4,6,7,6,4
202509_s_at,6,5,10,10,10,4,2,10,3,7
202510_s_at,5,4,4,9,3,8,3,7,9,8
202511_s_at,9,9,5,4,8,6,9,9,10,1
202512_s_at,3,7,1,2,7,10,8,2,1,4
202513_s_at,6,8,10,6,10,4,6,10,6,4
202514_at,6,8,7,6,3,4,6,7,6,8
202515_at,7,1,2,8,5,1,1,8,8,6
202516_s_at,7,1,4,8,5,1,1,8,8,6
202517_at,7,1,2,8,5,1,1,8,8,6
202518_at,7,6,2,7,5,1,10,8,7,6
202519_at,5,1,4,8,3,8,1,7,8,8
202520_s_at,3,7,1,2,7,10,8,2,1,5
202521_at,3,7,1,2,7,10,8,2,1,5
202522_at,5,4,10,9,3,8,3,7,9,8
202523_s_at,5,4,10,9,3,8,3,7,9,8
202524_s_at,5,4,10,9,3,8,3,7,9,8
202525_at,6,8,10,6,10,4,6,10,6,4
202526_at,7,8,7,6,5,1,6,8,6,4
202527_s_at,7,6,2,7,5,1,10,8,7,6
202528_at,6,8,7,6,10,4,6,10,6,4
202529_at,5,4,10,9,3,8,3,7,9,8
202530_at,4,5,5,10,10,9,2,10,3,7
202531_at,3,7,1,2,7,10,8,2,1,5
202532_s_at,6,4,10,9,3,4,3,7,9,8
202533_s_at,3,8,7,6,10,10,6,10,6,4
202534_x_at,3,7,1,2,7,10,8,2,1,5
202535_at,5,1,4,8,5,8,1,8,8,6
202536_at,3,7,1,2,7,10,8,2,1,5
202537_s_at,6,8,7,6,10,4,6,10,6,4
202538_s_at,7,1,2,8,5,1,1,8,8,6
202539_s_at,3,7,1,2,7,10,8,2,1,5
202540_s_at,3,7,5,2,10,10,8,10,1,7
202541_at,4,5,5,10,10,9,2,10,3,7
202542_s_at,6,8,7,6,10,4,6,10,6,4
202543_s_at,7,1,2,8,5,1,1,8,8,6
202544_at,5,1,4,8,5,8,1,8,8,6
202545_at,3,8,7,6,10,10,6,10,6,4
202546_at,6,4,10,9,3,4,3,7,9,8
202547_s_at,3,7,1,2,7,10,8,2,1,5
202548_s_at,3,8,7,2,10,10,6,10,1,4
202549_at,6,8,10,10,10,4,6,10,3,4
202550_s_at,7,8,7,6,5,1,6,8,6,6
202551_s_at,5,1,4,8,5,8,1,8,8,6
202552_s_at,6,8,10,10,10,4,6,10,3,4
202553_s_at,6,8,7,6,10,4,6,10,6,4
202554_s_at,3,8,7,6,10,10,6,10,6,4
202555_s_at,3,6,1,7,7,10,10,2,7,5
202556_s_at,6,8,10,6,3,4,6,7,6,4
202557_at,4,5,5,10,2,9,2,3,3,7
202558_s_at,5,1,4,8,5,8,1,8,8,6
202559_x_at,6,8,7,6,10,4,6,10,6,4
202560_s_at,5,1,4,8,5,8,1,8,8,6
202561_at,6,4,10,9,3,4,3,7,9,8
202562_s_at,7,1,2,8,5,1,1,8,8,6
202563_at,3,7,1,2,10,10,8,10,1,4
202564_x_at,3,7,1,2,7,10,8,2,1,4
202565_s_at,6,4,10,9,3,4,3,7,9,8
202566_s_at,7,1,2,8,5,1,1,8,7,6
202567_at,9,7,1,2,8,10,8,9,1,1
202568_s_at,5,1,4,8,5,8,1,8,8,6
202569_s_at,6,8,7,6,5,4,6,8,6,6
202570_s_at,5,1,4,8,5,8,1,8,8,6
202571_s_at,6,4,10,9,3,4,3,7,9,8
202572_s_at,7,6,2,7,7,1,10,2,7,5
202573_at,5,4,4,9,3,8,3,7,9,8
202574_s_at,6,8,7,6,10,4,6,10,6,4
202575_at,3,6,1,7,7,10,10,2,7,5
202576_s_at,6,8,7,6,10,4,6,10,6,4
202577_s_at,3,7,1,2,7,10,8,2,1,5
202578_s_at,3,6,1,7,7,10,10,2,7,5
202579_x_at,6,4,10,9,3,4,3,7,9,8
202580_x_at,6,8,7,6,10,4,6,10,6,4
202581_at,6,8,7,6,10,4,6,10,6,4
202582_s_at,6,4,10,9,3,4,3,7,9,8
202583_s_at,6,8,5,10,10,4,6,10,3,4
202584_at,6,4,10,9,3,4,3,7,9,8
202585_s_at,7,1,2,8,5,1,1,8,8,6
202586_at,7,6,2,7,5,1,10,8,7,6
202587_s_at,5,4,10,9,3,8,3,7,9,8
202588_at,7,6,2,7,7,1,10,2,7,5
202589_at,7,1,2,8,5,1,1,8,7,6
202590_s_at,5,4,4,9,3,8,3,7,9,8
202591_s_at,5,4,4,9,3,8,3,7,9,8
202592_at,7,6,2,7,5,1,10,8,7,6
202593_s_at,7,8,7,6,5,1,6,8,6,4
202594_at,5,4,10,9,3,8,3,7,9,8
