1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
222452_s_at,20,1,8,16,19,1,6,2,12,17,4,2,1,12,3,6,17,19,7,11
222453_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
222454_s_at,19,2,19,4,17,17,7,14,16,11,14,8,11,19,1,17,20,6,19,12
222455_s_at,20,1,3,6,4,1,6,2,12,20,18,15,1,12,10,6,8,11,8,17
222456_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,10,8
222457_s_at,17,12,3,6,4,10,18,2,15,20,11,15,18,16,10,1,7,11,8,17
222458_s_at,20,1,8,16,19,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
222459_at,13,13,8,17,19,9,20,16,5,17,4,2,1,12,3,6,17,19,7,7
222460_s_at,13,13,8,17,19,9,20,16,5,20,4,2,1,12,10,6,7,19,7,7
222461_s_at,5,20,4,12,3,11,5,1,2,14,2,7,8,14,8,10,19,12,12,4
222462_s_at,20,12,3,6,4,1,18,2,15,20,18,15,1,12,10,6,8,11,8,17
222463_s_at,11,15,6,18,8,8,19,3,3,14,2,17,7,5,8,8,12,3,11,4
222464_s_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
222465_at,17,12,3,6,4,10,18,2,15,20,11,15,18,16,10,1,7,11,8,17
222466_s_at,11,17,6,18,8,18,14,3,1,3,7,17,7,5,17,8,18,3,11,9
222467_s_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,1,3,11,20,6
222468_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,16,18,8,4,18,11
222469_s_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
222470_s_at,18,17,6,18,8,18,14,18,1,14,7,17,7,5,13,16,18,3,12,9
222471_s_at,13,15,11,12,3,5,18,1,3,7,11,7,16,17,8,10,7,2,9,4
222472_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,17,4,12,2,9,13
222473_s_at,5,20,4,14,17,11,5,5,2,14,2,8,8,14,8,10,19,12,12,12
222474_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222475_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222476_at,16,16,10,13,18,2,9,7,14,5,3,12,19,4,15,7,6,10,17,1
222477_s_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,17,8,12,2,9,13
222478_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,18,8,19,18,11
222479_s_at,4,5,18,4,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
222480_at,17,2,19,14,17,11,7,5,16,11,6,8,8,14,1,17,3,12,20,12
222481_at,11,17,6,18,8,18,14,3,1,3,7,17,7,5,17,8,18,3,11,9
222482_at,13,12,11,12,3,5,18,1,2,14,11,7,16,17,8,10,7,2,9,4
222483_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,17,8,18,3,11,9
222484_s_at,4,5,18,4,6,17,11,14,17,15,1,19,11,19,4,9,20,18,14,5
222485_at,20,1,8,16,12,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
222486_s_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,17,3,11,20,12
222487_s_at,18,17,1,18,8,18,14,18,1,10,12,17,3,3,13,16,18,20,10,9
222488_s_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,17,3,11,20,12
222489_s_at,10,1,15,16,12,1,6,13,12,17,16,10,14,13,16,18,8,17,18,11
222490_at,18,17,1,18,8,18,14,18,1,10,12,17,3,3,13,16,18,20,10,9
222491_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
222492_at,19,19,19,19,15,13,2,10,16,15,14,18,11,19,20,3,11,20,19,8
222493_s_at,13,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222494_at,19,19,19,19,15,13,2,10,16,15,14,18,3,19,20,3,11,20,19,8
222495_at,20,1,15,6,4,1,10,2,12,16,18,15,18,16,16,1,8,4,18,17
222496_s_at,5,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
222497_x_at,5,2,4,14,17,11,7,5,2,11,2,8,8,14,1,17,19,12,12,12
222498_at,19,20,1,14,17,11,5,18,13,10,2,8,8,14,13,16,19,12,12,12
222499_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222500_at,5,2,4,14,17,11,7,5,2,11,6,8,8,14,1,17,3,12,12,12
222501_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
222502_s_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,4
222503_s_at,16,8,18,13,12,2,10,4,17,16,1,12,13,11,16,9,6,4,14,6
222504_s_at,13,13,8,17,19,9,20,16,5,7,4,2,1,17,18,4,17,19,7,7
222505_at,19,5,19,4,15,17,2,14,16,15,14,19,11,19,20,3,20,6,19,5
222506_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
222507_s_at,17,2,19,14,17,11,7,5,16,11,6,8,11,16,1,17,3,6,20,12
222508_s_at,17,8,3,6,4,10,10,4,15,16,18,15,18,16,16,1,8,4,18,6
222509_s_at,16,8,18,13,6,10,10,4,17,16,1,15,13,11,16,9,6,4,14,6
222510_s_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
222511_x_at,17,2,19,14,17,11,7,5,16,11,6,8,8,14,1,17,3,6,20,12
222512_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
222513_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,19,5
222514_at,5,20,4,14,17,11,5,1,2,14,2,7,8,14,8,10,19,12,12,4
222515_x_at,16,1,15,16,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,11
222516_at,17,12,3,6,4,10,10,2,15,20,18,15,18,16,10,1,8,11,18,17
222517_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222518_at,18,20,1,14,17,11,5,18,13,10,2,17,8,14,13,16,19,12,12,9
222519_s_at,17,2,3,14,17,11,7,5,16,11,6,8,18,16,1,17,3,6,20,12
222520_s_at,17,2,4,14,17,11,7,5,16,11,6,8,8,14,1,17,3,12,20,12
222521_x_at,19,5,19,4,6,17,2,14,16,15,14,19,11,19,20,3,20,6,19,5
222522_x_at,18,19,1,19,8,18,14,18,13,10,12,17,3,3,13,16,18,20,10,9
222523_at,5,20,4,14,17,11,5,5,2,14,2,8,8,14,8,17,19,12,12,12
222524_s_at,13,13,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
222525_s_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222526_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
222527_s_at,5,12,4,14,3,5,18,5,2,11,2,7,8,14,8,10,3,12,8,12
222528_s_at,13,13,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
222529_at,13,12,8,12,19,5,18,2,5,20,11,7,1,12,10,6,7,11,8,17
222530_s_at,19,2,4,14,17,11,7,5,2,11,6,8,8,14,1,17,3,12,20,12
222531_s_at,17,12,3,6,4,5,18,1,15,20,11,7,18,17,10,10,7,11,8,17
222532_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222533_at,16,16,15,13,12,2,9,13,14,5,16,12,13,11,16,18,4,17,18,1
222534_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222535_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,1,3,6,20,6
222536_s_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,4
222537_s_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
222538_s_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
222539_at,17,2,4,14,17,11,7,5,2,11,6,8,8,14,1,17,3,12,20,12
222540_s_at,17,12,3,6,4,10,7,5,15,20,6,15,18,16,10,1,3,11,20,17
222541_at,16,8,15,13,12,2,10,4,17,16,1,15,13,11,16,1,6,4,18,6
222542_x_at,17,12,3,6,4,10,10,2,15,20,6,15,18,16,10,1,3,11,8,17
222543_at,5,12,11,12,3,5,18,1,2,20,11,7,16,17,8,10,7,2,8,4
222544_s_at,13,13,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
222545_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
222546_s_at,20,13,8,17,19,9,20,16,5,17,4,2,1,12,3,6,17,19,7,7
222547_at,5,20,4,12,3,5,5,18,2,14,2,7,16,14,8,10,19,12,12,4
222548_s_at,11,17,6,18,8,8,19,3,1,3,7,17,7,5,17,8,12,3,11,13
222549_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
222550_at,19,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
222551_s_at,13,15,11,12,3,5,19,1,3,14,5,7,16,17,8,10,12,2,9,4
222552_at,17,2,3,14,17,11,7,5,15,11,6,8,8,16,1,17,3,12,20,12
222553_x_at,19,2,19,14,17,11,2,10,16,11,14,8,8,14,20,17,11,20,19,12
222554_s_at,20,1,8,16,19,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
222555_s_at,17,12,3,6,4,10,10,2,15,20,18,15,18,16,10,1,8,11,8,17
222556_at,17,2,3,6,4,10,7,5,15,11,6,8,18,16,1,17,3,11,20,12
222557_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,1,1,3,4,20,6
222558_at,19,19,19,14,17,11,2,10,13,10,12,18,8,14,20,17,11,20,19,8
222559_s_at,16,8,15,13,4,10,10,4,15,16,18,15,13,11,16,1,6,4,18,6
222560_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,10,8
222561_at,13,15,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
222562_s_at,4,8,18,4,6,17,10,4,17,16,6,19,11,19,4,9,3,6,20,6
222563_s_at,11,17,6,18,8,18,14,3,1,3,7,17,7,5,17,8,18,3,11,9
222564_at,13,12,8,17,19,5,18,2,5,20,11,2,1,12,10,6,7,19,8,17
222565_s_at,11,15,6,11,20,8,19,3,3,14,5,13,7,5,17,8,12,2,11,13
222566_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,6,8,19,18,11
222567_s_at,19,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
222568_at,5,20,4,12,3,5,5,1,2,14,2,7,8,14,8,10,19,12,12,4
222569_at,5,20,4,12,3,5,5,1,2,14,2,7,16,14,8,10,19,12,12,4
222570_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
222571_at,17,12,3,6,4,10,18,1,15,20,11,7,18,16,10,1,7,11,8,17
222572_at,11,15,11,11,20,8,19,3,3,3,5,13,9,5,17,8,12,2,11,13
222573_s_at,17,8,18,6,4,10,10,4,15,16,6,15,18,16,16,1,6,4,20,6
222574_s_at,17,2,19,14,17,11,7,5,16,11,6,8,8,14,1,17,3,6,20,12
222575_at,4,5,18,13,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
222576_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
222577_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,13,16,18,3,10,9
222578_s_at,17,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
222579_at,13,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222580_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
222581_at,17,8,18,6,4,10,10,4,15,16,6,15,18,16,16,1,6,4,20,6
222582_at,13,13,11,12,3,9,20,1,5,7,11,7,16,17,18,4,7,2,9,7
222583_s_at,20,1,8,17,19,1,6,2,12,17,4,2,1,12,3,6,8,19,7,11
222584_at,19,19,19,19,15,13,2,10,16,15,14,18,11,19,20,3,11,20,19,8
222585_x_at,5,20,4,12,3,5,5,1,2,14,2,7,8,14,8,10,19,12,12,4
222586_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,3,11,13
222587_s_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,13,16,19,12,12,9
222588_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,2,11,13
222589_at,4,5,18,13,6,2,11,14,17,15,1,19,11,11,4,9,6,6,14,5
222590_s_at,16,16,15,13,12,2,9,4,12,16,1,12,13,11,16,18,6,4,18,1
222591_at,17,2,3,14,17,11,7,5,15,11,6,8,18,16,1,17,3,11,20,12
222592_s_at,18,20,1,18,8,18,5,18,13,10,2,17,8,14,13,16,19,12,12,9
222593_s_at,17,8,3,6,4,10,10,5,15,16,6,15,18,16,1,1,3,11,20,6
222594_s_at,17,2,4,14,17,11,7,5,2,11,6,8,8,14,1,17,3,12,20,12
222595_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,3,11,13
222596_s_at,13,13,8,17,19,9,20,16,5,7,4,2,1,12,3,6,17,19,7,7
222597_at,17,8,3,6,4,10,10,5,15,16,6,15,18,16,1,1,3,11,20,6
222598_s_at,17,12,3,6,4,10,10,5,15,20,6,15,18,16,10,1,3,11,8,17
222599_s_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222600_s_at,5,12,4,12,3,5,18,1,2,14,11,7,16,17,8,10,7,12,8,4
222601_at,5,20,4,14,8,11,5,18,2,14,2,17,8,14,8,16,19,12,12,4
222602_at,20,1,8,17,19,1,6,2,5,17,4,2,1,12,3,6,8,19,7,17
222603_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
222604_at,11,15,6,18,8,8,19,3,1,3,7,17,7,5,17,8,12,3,11,13
222605_at,13,15,11,11,20,9,20,16,3,7,5,13,9,18,18,4,12,2,9,7
222606_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222607_s_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222608_s_at,4,2,19,4,6,17,7,14,16,15,14,19,11,19,4,9,20,6,20,5
222609_s_at,5,20,4,12,3,5,5,18,2,14,2,7,16,17,8,10,19,12,12,4
222610_s_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222611_s_at,4,8,18,4,6,17,11,4,17,16,6,19,11,19,4,9,3,6,20,6
222612_at,11,17,6,18,8,18,5,18,1,3,7,17,7,5,8,8,18,3,11,9
222613_at,19,19,19,19,15,13,2,10,16,15,14,18,11,19,20,3,11,20,19,8
222614_at,17,12,3,6,4,10,18,2,15,20,11,15,18,16,10,1,7,11,8,17
222615_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222616_s_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
222617_s_at,16,1,15,16,12,2,6,13,12,17,16,10,14,13,16,18,8,17,18,11
222618_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222619_at,4,8,18,4,6,17,11,4,17,16,1,19,11,19,4,9,6,6,14,6
222620_s_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
222621_at,11,17,6,11,20,8,19,3,3,3,7,13,7,5,17,8,12,3,11,13
222622_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,8,17,19,12,12,12
222623_s_at,4,2,19,4,6,17,7,5,16,11,6,8,11,19,1,17,3,6,20,12
222624_s_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222625_s_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,13,16,18,3,11,9
222626_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
222627_at,13,13,8,17,19,9,20,16,5,20,11,2,1,12,18,6,7,19,8,7
222628_s_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222629_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
222630_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
222631_at,13,15,11,11,20,9,20,16,3,7,5,13,9,18,18,4,12,2,9,7
222632_s_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,2,8,17
222633_at,17,12,3,6,4,5,18,1,15,20,11,7,18,16,10,10,7,11,8,17
222634_s_at,19,19,19,19,15,13,2,10,16,15,14,18,11,19,20,3,11,6,19,8
222635_s_at,5,20,6,18,8,18,5,18,1,14,2,17,7,5,8,16,19,3,12,9
222636_at,5,20,4,12,3,5,5,1,2,14,2,7,16,17,8,10,19,12,12,4
222637_at,19,20,4,14,17,11,5,5,13,11,2,8,8,14,1,17,19,12,12,12
222638_s_at,18,17,1,18,8,18,14,18,1,3,7,17,7,5,13,16,18,3,10,9
222639_s_at,17,8,18,6,4,10,10,4,17,16,6,15,18,16,16,1,3,4,20,6
222640_at,17,12,3,6,4,10,10,5,15,20,6,15,18,16,10,1,3,11,20,17
222641_s_at,17,12,3,6,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
222642_s_at,5,20,4,14,17,11,5,5,2,14,2,8,8,14,8,17,19,12,12,12
222643_s_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
222644_s_at,13,15,11,12,3,5,18,1,3,7,11,7,16,17,18,10,7,2,9,4
222645_s_at,20,1,8,16,19,1,6,2,12,17,18,10,1,12,3,6,8,19,7,17
222646_s_at,4,2,19,4,6,17,7,14,16,11,14,19,11,19,1,17,20,6,20,12
222647_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,17,8,12,2,9,13
222648_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
222649_at,5,20,4,14,17,11,5,1,2,14,2,8,8,14,8,10,19,12,12,4
222650_s_at,13,12,8,17,19,9,18,2,5,20,11,2,1,12,10,6,7,19,8,17
222651_s_at,16,1,15,16,12,1,6,13,12,17,18,10,13,11,16,18,8,4,18,11
222652_s_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,3,11,18,6
222653_at,18,17,1,18,8,18,14,18,13,10,12,17,3,3,13,16,18,20,10,9
222654_at,17,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
222655_s_at,18,17,6,18,8,18,14,18,1,14,7,17,7,5,8,16,18,3,11,9
222656_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
222657_s_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,3,4,18,6
222658_s_at,19,2,19,14,17,11,7,5,16,11,14,8,8,14,1,17,11,6,19,12
222659_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
222660_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,3,11,13
222661_at,16,8,15,13,12,2,10,4,17,16,18,15,13,11,16,1,6,4,18,6
222662_at,19,2,19,14,17,11,7,5,16,11,14,8,11,19,1,17,3,6,20,12
222663_at,13,13,11,17,20,9,20,16,3,7,5,2,9,18,18,4,17,2,9,7
222664_at,19,2,19,14,17,11,7,5,16,11,12,8,8,14,1,17,11,12,19,12
222665_at,16,8,18,13,6,2,10,4,17,16,1,19,13,11,16,9,6,4,14,6
222666_s_at,17,2,3,6,4,10,7,5,15,11,6,8,18,16,1,17,3,11,20,12
222667_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
222668_at,19,19,19,19,15,13,2,10,16,15,14,18,3,19,20,3,11,20,19,8
222669_s_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,18,10,17,4,19
222670_s_at,15,3,2,1,2,7,3,17,8,8,15,16,2,1,5,14,13,7,5,14
222671_s_at,9,7,12,3,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
222672_at,1,9,5,1,10,12,15,12,8,19,10,11,20,6,12,19,16,13,2,16
222673_x_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,18,10,17,4,19
222674_at,15,3,2,1,2,7,3,17,8,8,15,20,2,1,5,14,13,7,5,14
222675_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,5,16,7,5,20
222676_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
222677_x_at,14,3,2,10,7,7,3,9,7,8,15,20,2,1,19,2,13,1,1,14
222678_s_at,14,4,13,15,13,3,13,9,20,6,13,1,12,9,9,12,9,14,6,2
222679_s_at,2,18,20,2,16,15,4,8,11,2,20,4,17,10,11,11,15,8,13,18
222680_s_at,3,9,13,15,13,20,16,6,20,6,9,1,5,2,9,5,9,5,6,20
222681_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
222682_s_at,15,14,17,9,14,7,12,17,18,1,15,16,2,1,5,14,10,7,5,19
222683_at,15,14,5,1,10,7,12,17,8,8,15,3,2,1,5,14,16,7,5,19
222684_s_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
222685_at,3,9,5,1,10,20,16,6,8,19,9,3,5,2,9,5,16,5,6,20
222686_s_at,15,3,2,1,2,7,3,17,8,8,15,3,2,1,5,14,13,7,5,14
222687_s_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,14,8,15,15
222688_at,12,4,13,15,13,4,13,15,9,6,19,1,12,9,6,12,9,14,15,2
222689_at,12,7,12,3,5,14,17,15,9,13,17,5,10,20,2,13,14,16,15,15
222690_s_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,18,13,18
222691_at,3,4,13,15,13,20,13,6,20,6,19,1,12,9,9,12,9,14,6,2
222692_s_at,3,4,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,14,6,20
222693_at,8,3,2,20,2,7,12,17,18,8,15,16,2,1,5,14,4,7,4,19
222694_at,15,3,2,1,2,7,3,17,8,8,15,16,2,1,5,14,16,7,5,14
222695_s_at,15,3,2,1,2,7,3,17,8,8,15,3,2,1,5,14,13,7,5,14
222696_at,9,7,12,3,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
222697_s_at,14,3,2,10,7,3,3,9,7,8,13,20,15,8,19,2,13,1,1,14
222698_s_at,7,10,14,7,1,6,8,20,19,12,8,14,5,2,7,15,2,15,16,10
222699_s_at,6,18,7,2,16,15,4,11,11,4,20,4,15,10,11,2,1,18,13,18
222700_at,3,9,13,15,10,20,16,6,20,6,9,3,12,9,9,12,16,5,6,20
222701_s_at,8,3,2,20,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
222702_x_at,7,6,9,8,11,12,15,20,19,18,10,14,20,6,12,15,2,15,2,16
222703_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,5,16,5,5,20
222704_at,8,16,10,20,18,16,9,7,14,5,16,12,19,4,15,7,4,10,17,1
222705_s_at,8,3,2,20,2,16,3,7,14,8,3,20,19,4,15,14,13,10,17,14
222706_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
222707_s_at,7,10,14,7,1,6,8,20,4,12,8,6,4,15,7,15,5,15,16,10
222708_s_at,15,14,17,9,2,7,12,17,18,1,15,16,2,1,5,14,4,7,5,19
222709_at,3,9,13,15,13,20,16,6,20,6,9,3,5,2,9,12,16,5,6,20
222710_at,3,9,5,15,10,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
222711_s_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
222712_s_at,1,14,17,9,14,12,12,12,10,1,10,11,20,6,12,19,10,13,2,19
222713_s_at,3,9,13,15,13,20,16,6,20,6,9,1,5,9,9,12,9,5,6,20
222714_s_at,8,3,2,20,2,16,3,7,7,8,3,20,19,4,15,14,13,1,17,14
222715_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
222716_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
222717_at,12,4,13,15,13,4,13,15,9,6,19,1,12,9,6,12,9,14,15,2
222718_at,7,10,14,7,1,6,8,20,19,12,8,14,5,2,7,15,2,5,16,10
222719_s_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
222720_x_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
222721_at,15,9,5,1,10,7,16,17,8,19,9,3,5,2,5,5,16,5,5,20
222722_at,3,10,14,7,1,20,1,19,4,12,19,6,6,7,9,20,5,9,6,3
222723_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,13,14,16,3,3
222724_at,6,18,7,10,7,16,4,11,7,4,3,20,15,8,19,2,1,1,1,18
222725_s_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,14,8,15,15
222726_s_at,3,9,13,15,13,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
222727_s_at,14,11,16,5,9,14,13,9,6,9,17,9,10,20,6,13,9,8,15,2
222728_s_at,15,9,5,1,10,20,16,6,8,19,9,3,5,2,9,5,16,5,5,20
222729_at,15,9,5,1,10,7,16,17,8,19,9,3,5,2,5,5,16,5,5,20
222730_s_at,3,10,14,15,1,20,16,6,20,12,9,6,5,2,9,5,5,5,6,20
222731_at,9,10,14,7,1,6,8,19,4,12,8,6,4,15,7,20,5,9,16,10
222732_at,14,3,2,10,7,3,3,9,7,8,13,20,15,8,19,2,13,1,1,14
222733_x_at,10,14,17,9,2,19,12,13,18,1,16,16,14,13,14,14,4,17,4,19
222734_at,9,10,14,7,1,20,1,19,4,12,19,6,6,7,9,20,5,9,6,3
222735_at,9,10,12,7,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
222736_s_at,3,4,13,15,13,3,13,15,20,6,13,1,12,9,9,12,9,14,6,2
222737_s_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
222738_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
222739_at,14,3,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,14
222740_at,3,9,5,7,1,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
222741_s_at,15,9,5,1,10,20,16,6,8,19,9,3,5,2,5,5,16,5,5,20
222742_s_at,12,7,16,3,9,14,17,15,9,13,17,5,10,20,6,13,14,16,15,15
222743_s_at,12,4,13,15,13,4,13,15,20,6,19,1,12,9,9,12,9,14,6,2
222744_s_at,1,6,5,8,11,12,15,12,10,19,10,14,20,6,12,5,2,13,2,16
222745_s_at,9,10,14,7,1,6,8,19,4,12,8,6,4,15,7,20,5,9,16,10
222746_s_at,8,3,2,10,7,16,3,9,7,8,3,20,15,8,19,2,13,1,1,14
222747_s_at,15,9,2,1,10,7,16,17,8,8,15,3,2,1,5,14,16,7,5,19
222748_s_at,1,6,9,8,11,12,15,20,19,18,10,14,20,6,12,19,2,13,2,16
222749_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,13,14,16,3,3
222750_s_at,14,3,2,10,7,7,3,9,7,8,15,20,15,8,19,2,13,1,1,14
222751_at,6,18,7,2,16,15,4,11,11,4,20,4,15,10,11,2,1,1,13,18
222752_s_at,15,9,5,1,10,7,16,17,8,19,15,3,5,2,5,5,16,5,5,20
222753_s_at,9,7,12,3,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
