1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
214841_at,11,17,6,18,8,18,14,18,1,3,7,17,7,5,17,8,18,3,11,9
214842_s_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
214843_s_at,19,2,19,4,17,17,7,14,16,15,14,8,11,19,20,17,20,6,19,5
214844_s_at,17,8,3,6,4,10,10,4,15,16,18,15,18,16,16,1,3,4,18,6
214845_s_at,16,16,15,13,12,2,9,4,14,5,1,12,13,11,16,18,6,4,18,1
214846_s_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,17,16,18,3,11,9
214847_s_at,19,19,1,14,17,11,5,10,13,10,12,8,8,14,13,17,11,12,12,12
214848_at,5,20,4,18,8,18,5,18,1,14,2,17,7,5,8,16,19,12,12,9
214849_at,4,5,18,4,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
214850_at,16,8,15,6,4,10,10,4,15,16,18,15,13,11,16,1,6,4,18,6
214851_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,18,8,19,18,11
214852_x_at,17,8,15,6,4,10,10,4,15,16,18,15,18,16,16,1,6,4,18,6
214853_s_at,13,15,11,11,20,9,20,16,3,7,5,13,9,18,18,4,12,2,9,7
214854_at,16,8,15,13,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,6
214855_s_at,4,5,18,4,6,17,11,14,17,16,1,19,11,19,4,9,20,6,14,6
214856_at,4,2,19,4,6,17,7,14,16,11,14,19,11,19,1,9,20,6,20,5
214857_at,4,5,18,13,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
214858_at,19,2,19,4,17,11,7,14,16,11,14,8,11,19,1,17,20,6,19,12
214859_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,1,1,3,4,20,6
214860_at,16,8,15,6,4,10,10,4,15,16,18,15,13,11,16,1,6,4,18,6
214861_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
214862_x_at,18,20,1,18,8,18,5,18,1,14,2,17,7,14,13,16,19,12,12,9
214863_at,13,12,11,12,3,5,18,1,5,7,11,7,16,17,18,4,7,2,9,7
214864_s_at,5,20,4,12,3,5,5,1,2,14,2,7,8,14,8,10,19,12,12,4
214865_at,17,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
214866_at,19,19,1,14,17,11,2,10,13,10,12,8,8,14,13,17,11,20,12,12
214867_at,13,12,8,17,19,9,18,2,5,20,4,2,1,12,10,6,7,19,7,7
214868_at,20,1,8,17,19,1,6,2,5,17,4,2,1,12,3,6,8,19,7,11
214869_x_at,13,13,8,17,19,9,18,16,5,20,11,2,1,17,18,6,7,19,8,7
214870_x_at,19,2,19,14,17,11,7,5,16,11,6,8,8,14,1,17,3,12,20,12
214871_x_at,5,20,4,14,17,11,5,1,2,14,2,8,8,14,8,10,19,12,12,4
214872_at,20,12,8,17,19,1,6,2,5,20,4,2,1,12,3,6,8,19,7,17
214873_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
214874_at,16,8,18,13,12,2,10,4,17,16,1,12,13,11,16,9,6,4,18,6
214875_x_at,19,19,19,14,17,11,7,10,13,10,12,8,8,14,1,17,11,12,12,12
214876_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
214877_at,5,12,11,12,3,5,18,1,2,20,11,7,16,17,8,10,7,2,8,4
214878_at,16,8,15,13,12,2,10,4,17,16,18,15,13,11,16,1,6,4,18,6
214879_x_at,16,8,18,13,4,2,10,4,17,16,1,15,13,11,16,1,6,4,18,6
214880_x_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,2,8,4
214881_s_at,19,5,19,4,15,17,2,14,16,15,14,18,11,19,20,3,20,6,19,5
214882_s_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,1,3,11,20,12
214883_at,17,2,4,14,17,11,7,5,2,11,6,8,8,14,1,17,3,12,20,12
214884_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
214885_at,4,8,18,4,6,17,11,4,17,16,1,19,11,19,4,9,6,6,14,6
214886_s_at,20,1,8,16,19,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
214887_at,4,2,19,4,6,17,7,14,16,11,14,19,11,19,1,9,20,6,20,5
214888_at,20,12,8,6,4,1,18,2,5,20,11,15,1,12,10,6,7,11,8,17
214889_at,5,12,4,12,3,5,18,1,2,14,11,7,16,17,8,10,7,11,8,4
214890_s_at,11,20,6,18,8,18,5,18,1,14,7,17,7,5,8,8,18,3,11,9
214891_at,4,8,18,4,6,17,10,4,17,16,6,19,11,19,4,9,3,6,20,6
214892_x_at,5,20,4,12,3,5,5,1,2,14,2,7,8,14,8,10,19,12,12,4
214893_x_at,20,12,3,6,4,5,18,2,5,20,11,7,1,12,10,6,7,11,8,17
214894_x_at,18,19,1,18,8,18,5,18,13,10,12,17,3,3,13,16,11,20,10,9
214895_s_at,17,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
214896_at,17,8,18,6,6,10,10,4,15,16,6,15,18,16,1,1,3,6,20,6
214897_at,19,2,19,14,17,11,7,5,16,11,12,8,8,14,1,17,11,12,19,12
214898_x_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
214899_at,18,17,1,18,8,18,14,18,1,10,7,17,7,5,13,16,18,3,10,9
214900_at,4,5,18,4,6,17,11,14,17,15,14,19,11,19,4,9,20,6,14,5
214901_at,17,2,3,14,17,11,7,5,15,11,6,8,8,14,1,17,3,12,20,12
214902_x_at,13,13,11,17,19,9,20,16,5,7,4,2,9,18,18,4,17,2,9,7
214903_at,13,13,11,17,3,9,20,16,5,7,11,2,9,18,18,4,17,2,9,7
214904_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
214905_at,5,20,4,12,3,5,18,1,2,14,11,7,16,17,8,10,7,2,8,4
214906_x_at,4,8,18,4,6,10,7,4,17,16,6,19,11,16,4,9,3,6,20,6
214907_at,11,20,6,18,8,18,19,3,1,3,7,17,7,5,17,8,12,3,11,9
214908_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,2,11,13
214909_s_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,8,17,19,12,12,12
214910_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
214911_s_at,16,8,3,6,4,10,10,4,15,16,18,15,18,16,16,1,6,4,18,6
214912_at,17,2,3,14,17,11,7,5,15,11,6,8,8,16,1,17,3,12,20,12
214913_at,16,8,15,13,12,2,10,4,12,16,18,15,13,11,16,1,6,4,18,6
214914_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
214915_at,20,1,15,16,4,1,6,2,12,17,18,10,1,12,3,6,8,19,18,11
214916_x_at,5,20,6,18,8,18,5,18,1,14,2,17,7,5,8,16,19,3,12,9
214917_at,17,2,3,6,4,10,10,5,15,11,6,15,18,16,1,1,3,11,20,6
214918_at,19,19,19,19,15,13,2,10,16,15,14,18,11,19,20,3,11,20,19,8
214919_s_at,5,20,4,18,8,18,5,18,2,14,2,17,8,14,8,16,19,12,12,9
214920_at,17,8,3,6,4,10,10,5,15,20,6,15,18,16,10,1,3,11,20,17
214921_at,18,17,1,18,8,18,14,18,1,10,7,17,3,3,13,16,18,20,10,9
214922_at,5,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
214923_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,2,11,13
214924_s_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,8,17,19,12,12,12
214925_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
214926_at,17,12,3,6,4,10,10,2,15,20,18,15,18,16,10,1,8,11,18,17
214927_at,13,12,8,17,19,5,18,2,5,20,11,2,1,12,10,6,7,19,8,17
214928_at,13,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
214929_s_at,17,12,3,6,4,10,18,2,15,20,18,15,18,16,10,1,7,11,8,17
214930_at,17,8,18,6,4,10,10,4,15,16,6,15,18,16,16,1,6,4,20,6
214931_s_at,5,20,4,12,3,5,18,1,2,14,2,7,16,17,8,10,19,12,12,4
214932_at,13,13,8,17,19,9,20,16,5,7,4,2,1,12,18,6,17,19,7,7
214933_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
214934_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
214935_at,5,2,4,14,17,11,7,5,2,11,2,8,8,14,1,17,19,12,12,12
214936_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
214937_x_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
214938_x_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
214939_x_at,16,8,18,13,6,10,10,4,17,16,1,15,13,11,16,9,6,4,14,6
214940_s_at,5,20,4,14,8,18,5,18,2,14,2,17,8,14,8,16,19,12,12,4
214941_s_at,17,2,3,6,17,10,7,5,15,11,6,8,18,16,1,17,3,11,20,12
214942_at,17,8,3,6,4,10,10,2,15,20,18,15,18,16,16,1,8,11,18,17
214943_s_at,16,8,18,13,4,10,10,4,17,16,1,15,13,11,16,1,6,4,18,6
214944_at,13,12,11,12,3,5,18,1,5,7,11,7,16,17,18,10,7,2,9,7
214945_at,13,12,3,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
214946_x_at,5,15,11,12,3,5,19,1,3,14,11,7,16,17,8,10,7,2,9,4
214947_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
214948_s_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
214949_at,20,12,8,17,19,1,18,2,5,20,4,2,1,12,3,6,8,19,7,17
214950_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
214951_at,19,2,19,14,17,11,7,5,16,11,6,8,8,19,1,17,3,6,20,12
214952_at,13,13,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
214953_s_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
214954_at,11,15,11,11,20,8,19,3,3,7,5,13,16,17,18,4,12,2,9,4
214955_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,3,4,20,6
214956_at,19,5,19,4,15,17,2,14,16,15,14,18,11,19,20,3,20,6,19,5
214957_at,13,13,11,17,19,9,20,16,5,7,11,2,16,17,18,4,7,2,8,7
214958_s_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
214959_s_at,20,12,8,17,19,1,18,2,5,20,11,2,1,12,10,6,7,19,8,17
214960_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,10,8
214961_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,8,10,7,11,8,4
214962_s_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,6,8,19,18,11
214963_at,11,17,6,11,8,8,19,3,1,3,7,13,7,5,17,8,18,3,11,13
214964_at,13,12,11,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
214965_at,16,16,15,16,12,2,9,13,12,5,16,10,13,11,16,18,4,17,18,11
214966_at,20,1,15,16,12,1,6,2,12,17,18,10,13,12,16,18,8,4,18,11
214967_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,1,3,11,20,6
214968_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
214969_at,16,8,15,13,12,2,10,4,17,16,18,15,13,11,16,1,6,4,18,6
214970_s_at,20,1,8,16,19,1,6,2,12,17,18,10,1,12,3,6,8,19,7,11
214971_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,10,8
214972_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
214973_x_at,4,2,19,4,6,17,7,14,16,15,14,19,11,19,1,17,20,6,19,5
214974_x_at,11,15,11,11,20,8,19,3,3,7,5,13,16,17,17,8,12,2,9,13
214975_s_at,5,20,4,12,3,5,18,1,2,14,11,7,16,17,8,10,7,2,8,4
214976_at,13,12,8,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
214977_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
214978_s_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,17,8,12,2,9,13
214979_at,13,13,8,17,19,9,20,16,5,20,4,2,1,12,3,6,17,19,7,7
214980_at,16,8,18,13,6,2,11,4,17,16,1,19,13,11,4,9,6,4,14,6
214981_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
214982_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
214983_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,13,16,19,12,12,12
214984_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,8,17,19,12,12,12
214985_at,18,20,6,18,8,18,5,18,1,14,2,17,7,5,8,16,18,3,12,9
214986_x_at,17,12,3,6,4,5,18,2,15,20,11,7,18,16,10,1,7,11,8,17
214987_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,4
214988_s_at,17,12,3,6,4,10,18,2,15,20,11,15,18,16,10,1,7,11,8,17
214989_x_at,17,2,19,14,17,11,7,5,16,11,6,8,8,16,1,17,3,6,20,12
214990_at,4,5,18,4,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
214991_s_at,20,12,3,6,19,5,18,2,5,20,11,7,1,12,10,6,7,11,8,17
214992_s_at,5,20,4,18,8,18,5,18,2,14,2,17,8,14,13,16,19,12,12,9
214993_at,10,1,15,16,12,19,6,13,12,17,16,10,14,13,14,18,8,17,4,11
214994_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
214995_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,19,5
214996_at,13,13,11,17,20,9,20,16,5,7,5,2,9,18,18,4,17,2,9,7
214997_at,20,12,8,17,19,1,18,2,5,20,11,2,1,12,10,6,7,19,8,17
214998_at,19,19,19,14,17,11,7,10,13,10,12,8,8,14,1,17,11,12,12,12
214999_s_at,4,5,18,4,6,17,11,14,17,15,1,19,11,19,4,9,20,6,14,5
215000_s_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
215001_s_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,3,11,13
215002_at,16,8,18,13,6,2,9,4,17,16,1,12,13,11,4,9,6,4,14,6
215003_at,11,15,11,11,20,8,19,3,3,7,5,13,9,5,17,8,12,2,9,13
215004_s_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
215005_at,16,8,15,13,12,2,10,4,12,16,18,15,13,11,16,1,6,4,18,6
215006_at,5,20,4,14,3,11,5,1,2,14,2,7,8,14,8,10,19,12,12,4
215008_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
215009_s_at,18,17,1,18,8,18,14,18,1,10,7,17,3,3,13,16,18,3,10,9
215010_s_at,5,15,11,12,3,5,19,1,3,14,5,7,16,17,8,10,12,2,9,4
215011_at,19,5,19,4,15,17,2,14,16,15,14,18,11,19,20,3,20,6,19,5
215012_at,16,8,18,13,6,2,11,4,17,16,1,19,13,11,4,9,6,4,14,6
215013_s_at,13,13,11,17,3,9,20,16,5,7,11,2,9,18,18,4,17,2,9,7
215014_at,18,17,1,18,8,18,14,18,13,10,12,17,3,3,13,16,18,20,10,9
215015_at,13,13,11,17,19,9,20,16,5,7,4,2,9,18,18,4,17,2,9,7
215016_x_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,8,17
215017_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
215018_at,11,17,6,18,8,8,14,3,1,3,7,17,7,5,17,8,18,3,11,13
215019_x_at,20,13,8,17,19,9,20,16,5,17,4,2,1,12,3,6,17,19,7,7
215020_at,17,2,3,6,4,10,7,5,15,11,6,8,18,16,1,17,3,11,20,12
215021_s_at,18,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
215022_x_at,17,2,3,14,17,11,7,5,15,11,6,8,18,16,1,17,3,6,20,12
215023_s_at,13,13,11,17,19,9,20,16,5,7,4,2,9,18,18,4,17,2,9,7
215024_at,4,2,19,4,6,17,7,5,16,11,6,19,11,19,1,17,3,6,20,12
215025_at,5,12,11,12,3,5,18,1,2,14,11,7,16,17,8,10,7,2,9,4
215026_x_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,19,5
215027_at,17,12,3,6,4,10,18,2,15,20,18,15,18,16,10,1,7,11,8,17
215028_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215029_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
215030_at,5,20,4,12,3,11,5,1,2,14,2,7,8,14,8,10,19,12,12,4
215031_x_at,4,5,18,4,6,17,11,14,17,15,14,19,11,19,4,9,20,6,14,5
215032_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
215033_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,19,5
215034_s_at,17,2,3,14,17,10,7,5,15,11,6,8,18,16,1,17,3,6,20,12
215035_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,17,8,18,3,11,9
215036_at,13,12,8,17,19,5,18,2,5,20,11,2,1,17,10,6,7,11,8,17
215037_s_at,16,8,15,13,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,6
215038_s_at,20,13,8,17,19,1,6,2,5,17,4,2,1,12,3,6,17,19,7,7
215039_at,19,19,1,14,17,11,2,10,13,10,12,8,8,14,20,17,11,20,19,8
215040_at,17,12,3,6,4,10,18,2,15,20,11,15,18,16,10,1,7,11,8,17
215041_s_at,5,20,4,14,17,11,5,5,2,14,2,8,8,14,8,17,19,12,12,12
215042_at,19,20,1,14,17,11,5,18,13,10,12,8,8,14,13,16,19,12,12,12
215043_s_at,19,19,1,19,17,11,2,10,13,10,12,18,3,3,13,16,11,20,10,8
215044_s_at,16,8,15,13,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,6
215045_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,16,1,8,4,18,11
215046_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,1,3,11,20,17
215047_at,16,8,15,13,12,2,10,4,17,16,1,15,13,11,16,1,6,4,18,6
215048_at,20,1,8,16,19,1,6,2,12,17,4,2,1,12,3,6,8,19,7,11
215049_x_at,20,1,8,16,19,1,6,2,12,17,4,10,1,12,3,6,8,19,7,11
215050_x_at,17,8,3,6,4,10,10,2,15,16,18,15,18,16,16,1,3,11,18,17
215051_x_at,4,8,18,13,6,10,10,4,17,16,1,19,13,11,4,9,6,4,14,6
215052_at,11,15,11,12,3,5,19,1,3,14,5,7,16,17,8,10,12,2,9,4
215053_at,17,2,19,14,17,11,7,5,16,11,6,8,18,16,1,17,3,6,20,12
215054_at,16,8,15,16,12,10,10,4,12,16,18,15,13,11,16,1,6,4,18,6
215055_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215056_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,13,16,18,3,11,9
215057_at,17,2,3,14,17,11,7,5,15,11,6,8,8,14,1,17,3,12,20,12
215058_at,17,12,3,6,4,10,18,2,15,20,18,15,18,16,10,1,8,11,8,17
215059_at,16,8,18,13,12,2,10,4,17,16,1,12,13,11,16,9,6,4,18,6
215060_at,11,20,6,18,8,18,19,18,1,3,7,17,7,5,17,8,18,3,11,9
215061_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
215062_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,3,6,8,19,18,11
215063_x_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
215064_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215065_at,5,20,4,18,8,18,5,18,2,14,2,17,8,14,8,16,19,12,12,4
215066_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,8,16,19,12,12,12
215067_x_at,20,12,8,17,19,1,18,2,5,20,11,2,1,12,10,6,7,19,8,17
215068_s_at,17,2,3,6,4,10,7,5,15,11,6,8,18,16,1,17,3,6,20,12
215069_at,5,20,4,14,17,11,5,18,13,10,2,8,8,14,13,16,19,12,12,12
215070_x_at,19,2,19,14,17,11,7,10,16,11,12,8,8,14,1,17,11,20,19,12
215071_s_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,4
215072_x_at,20,1,15,16,4,1,6,2,12,17,18,15,1,12,16,1,8,4,18,11
215073_s_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,17,8,18,3,11,9
215074_at,18,20,1,18,8,18,5,18,13,10,2,17,8,14,13,16,19,12,12,9
215075_s_at,13,13,11,17,19,9,20,16,5,7,4,2,9,18,18,4,17,2,9,7
215076_s_at,5,20,4,12,3,5,5,1,2,14,2,7,16,17,8,10,19,12,12,4
215077_at,11,15,11,11,20,8,19,3,3,14,5,13,16,17,17,8,12,2,9,13
215078_at,16,1,15,16,12,1,10,4,12,16,18,10,13,11,16,1,8,4,18,11
215079_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,6,4,20,6
215080_s_at,20,1,15,16,12,1,6,2,12,17,18,10,1,12,16,1,8,4,18,11
215081_at,17,12,3,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,17
215082_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215083_at,13,12,8,12,3,5,18,1,5,20,11,7,16,17,10,6,7,11,8,17
215084_s_at,13,12,3,12,3,5,18,1,5,20,11,7,16,17,10,10,7,11,8,17
215085_x_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,3,4,20,6
215086_at,17,2,3,6,4,10,7,5,15,11,6,15,18,16,1,1,3,6,20,6
215087_at,4,5,18,13,6,2,11,14,17,16,1,19,13,11,4,9,6,6,14,5
215088_s_at,5,12,11,12,3,5,18,1,2,14,11,7,16,17,8,10,7,2,8,4
215089_s_at,17,2,19,14,17,11,7,5,16,11,6,8,18,16,1,17,3,6,20,12
215090_x_at,17,2,3,6,4,10,10,5,15,11,6,15,18,16,1,1,3,11,20,6
215091_s_at,4,2,19,4,6,17,7,14,16,15,14,19,11,19,1,9,20,6,20,5
215092_s_at,17,12,3,12,3,5,18,1,15,20,11,7,16,17,10,10,7,11,8,17
215093_at,17,12,3,6,4,10,18,2,15,20,18,15,18,16,10,1,7,11,8,17
215094_at,17,2,19,14,17,11,7,5,16,11,6,8,18,16,1,17,3,6,20,12
215095_at,20,12,8,17,19,1,6,2,5,17,4,2,1,12,3,6,8,19,7,17
215096_s_at,18,17,6,18,8,18,14,18,1,3,7,17,7,5,17,16,18,3,11,9
215097_at,4,5,18,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
215098_at,13,15,11,11,20,9,19,16,3,7,5,13,9,18,18,4,12,2,9,13
215099_s_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
215100_at,5,12,4,12,3,5,18,1,2,14,11,7,16,17,8,10,7,12,8,4
215101_s_at,17,2,3,14,17,11,7,5,2,11,6,8,8,16,1,17,3,12,20,12
215102_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,16,1,3,4,20,6
215103_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,20,3,20,6,19,5
215104_at,5,12,4,12,3,5,18,1,2,20,11,7,16,17,10,10,7,11,8,4
215105_at,5,20,4,12,3,5,5,1,2,14,2,7,8,14,8,10,19,12,12,4
215106_at,13,13,8,17,19,9,20,16,5,7,4,2,9,18,18,4,17,19,7,7
215107_s_at,16,1,15,16,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,11
215108_x_at,16,1,15,16,12,1,6,13,12,17,18,10,13,11,16,18,8,4,18,11
215109_at,5,20,4,14,17,11,5,5,2,14,2,8,8,14,8,17,19,12,12,12
215110_at,19,5,19,4,15,17,2,14,16,15,14,18,11,19,20,3,20,6,19,5
215111_s_at,18,17,1,18,8,18,14,18,1,10,7,17,7,5,13,16,18,3,10,9
215112_x_at,19,19,1,14,17,11,5,18,13,10,12,8,8,14,13,16,11,20,10,12
215113_s_at,5,20,4,12,3,5,5,1,2,14,2,7,16,17,8,10,19,12,12,4
215114_at,16,8,18,13,12,2,10,4,17,16,1,12,13,11,16,9,6,4,14,6
215115_x_at,11,15,11,11,20,8,19,3,3,14,5,13,16,17,17,8,12,2,9,13
215116_s_at,13,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
215117_at,19,2,19,14,17,11,7,5,16,11,6,8,8,14,1,17,3,6,20,12
215118_s_at,17,12,3,6,4,10,10,2,15,20,18,15,18,16,10,1,3,11,18,17
215119_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215120_s_at,16,8,15,13,12,2,10,4,12,16,18,10,13,11,16,18,6,4,18,6
215121_x_at,13,13,8,17,19,9,20,16,5,7,4,2,1,12,3,6,17,19,7,7
215122_at,16,8,15,13,12,2,10,4,12,16,18,15,13,11,16,1,6,4,18,6
215123_at,18,17,1,18,8,18,14,18,1,10,7,17,7,5,13,16,18,3,10,9
215124_at,16,8,15,13,12,2,10,4,17,16,1,12,13,11,16,18,6,4,18,6
215125_s_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215126_at,13,15,11,11,20,9,20,16,3,7,5,13,9,18,18,4,17,2,9,13
215127_s_at,17,8,3,6,4,10,10,4,15,16,6,15,18,16,10,1,3,11,20,17
215128_at,5,20,4,14,17,11,5,18,2,14,2,8,8,14,8,10,19,12,12,4
215129_at,5,20,4,14,17,11,5,1,2,14,2,7,8,14,8,10,19,12,12,4
215130_s_at,17,2,3,6,4,10,10,5,15,11,6,15,18,16,1,1,3,11,20,6
215131_at,16,8,18,13,6,10,10,4,17,16,1,15,13,11,16,9,6,4,20,6
215132_at,11,15,11,11,20,8,19,3,3,7,5,13,9,18,17,8,12,2,9,13
215133_s_at,5,20,11,12,3,5,5,1,2,14,2,7,16,17,8,10,19,2,12,4
215134_at,17,12,3,6,4,10,18,5,15,20,6,15,18,16,10,10,3,11,8,17
215135_at,19,19,1,19,15,13,2,10,13,10,12,18,3,3,13,16,11,20,10,8
215136_s_at,17,8,3,6,4,10,10,2,15,20,18,15,18,16,10,1,8,11,18,17
215137_at,11,15,6,11,20,8,19,3,3,3,5,13,7,5,17,8,12,3,11,13
215138_s_at,19,19,19,19,15,13,2,10,13,10,12,18,3,3,20,3,11,20,19,8
215139_at,13,15,11,11,20,8,19,3,3,7,5,13,9,18,18,4,12,2,9,13
215140_at,20,12,8,6,19,1,18,2,5,20,18,15,1,12,10,6,8,19,8,17
215141_at,4,5,19,4,6,17,11,14,16,15,14,19,11,19,4,9,20,6,14,5
215142_at,13,15,11,12,3,5,19,1,3,7,11,7,16,17,18,10,7,2,9,4
215143_at,5,20,4,14,17,11,5,5,2,11,2,8,8,14,1,17,19,12,12,12
215144_at,16,8,18,13,6,2,10,4,17,16,1,19,13,11,4,9,6,4,14,6
215145_s_at,4,5,18,4,6,17,11,14,16,15,6,19,11,19,4,9,20,6,20,5
